course_id,url,platform,provider,subject,area,time-1,time-2,time-3,time-4,performance-1,performance-2,performance-3,performance-4,betweenness-1,betweenness-2,betweenness-3,betweenness-4,closeness-1,closeness-2,closeness-3,closeness-4,eigen-1,eigen-2,eigen-3,eigen-4
classCentral-530,https://www.class-central.com/mooc/7016/edx-hamlet-s-ghost,classCentral,edX,Literature,Arts and Humanities,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,5.0,NA,NA,NA,0,NA,NA,NA,3.33E-06,NA,NA,NA,4.10E-18
classCentral-531,https://www.class-central.com/mooc/1494/edx-the-next-generation-of-infrastructure,classCentral,edX,Engineering,Physical Science and Engineering,TRUE,FALSE,TRUE,TRUE,0.0,0.0,0.0,5.0,NA,NA,NA,0,NA,NA,NA,3.35E-06,NA,NA,NA,4.10E-18
classCentral-532,https://www.class-central.com/mooc/5643/edx-hollywood-history-industry-art,classCentral,edX,Art & Culture,Arts and Humanities,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,10.0,NA,NA,NA,4,NA,NA,NA,3.34E-06,NA,NA,NA,4.10E-18
classCentral-533,https://www.class-central.com/mooc/7160/edx-data-analytics-in-health-from-basics-to-business,classCentral,edX,Medicine,Life Sciences,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,5.0,NA,NA,NA,0,NA,NA,NA,3.35E-06,NA,NA,NA,4.10E-18
classCentral-534,https://www.class-central.com/mooc/7490/edx-healthy-ageing-in-6-steps-let-your-environment-do-the-work,classCentral,edX,Health & Safety,Life Sciences,FALSE,FALSE,TRUE,TRUE,0.0,0.0,0.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
classCentral-535,https://www.class-central.com/mooc/8005/edx-introduction-to-differential-equations,classCentral,edX,Math,Math and Logic,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,5.0,NA,NA,NA,0,NA,NA,NA,3.34E-06,NA,NA,NA,2.38E-09
classCentral-536,https://www.class-central.com/mooc/5178/edx-readings-in-global-health,classCentral,edX,Health & Safety,Life Sciences,FALSE,FALSE,TRUE,TRUE,0.0,0.0,0.0,5.0,NA,NA,NA,0,NA,NA,NA,8.29E-07,NA,NA,NA,4.10E-18
classCentral-537,https://www.class-central.com/mooc/4562/edx-making-government-work-in-hard-places,classCentral,edX,Social Sciences,Social Sciences,FALSE,FALSE,TRUE,TRUE,0.0,0.0,0.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
classCentral-538,https://www.class-central.com/mooc/7622/edx-introduction-to-computing-using-python,classCentral,edX,Computer Science,Computer Science,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,5.0,NA,NA,NA,0,NA,NA,NA,8.29E-07,NA,NA,NA,4.10E-18
classCentral-539,https://www.class-central.com/mooc/4077/edx-relics-of-chinese-history-part-3-writing-system-rites-and-music,classCentral,edX,Art & Culture,Arts and Humanities,FALSE,FALSE,TRUE,TRUE,0.0,0.0,0.0,5.0,NA,NA,NA,506,NA,NA,NA,3.31E-06,NA,NA,NA,2.16E-11
classCentral-540,https://www.class-central.com/mooc/4079/edx-relics-in-chinese-history-part-1-agriculture-and-manufacturing,classCentral,edX,Art & Culture,Arts and Humanities,FALSE,FALSE,TRUE,TRUE,0.0,0.0,0.0,5.0,NA,NA,NA,984,NA,NA,NA,3.32E-06,NA,NA,NA,7.60E-10
classCentral-541,https://www.class-central.com/mooc/3344/edx--chinese-history-from-warring-states-to-the-tang-dynasty,classCentral,edX,History,Arts and Humanities,FALSE,TRUE,TRUE,TRUE,0.0,0.0,5.0,0.0,NA,NA,0,NA,NA,NA,9.58E-07,NA,NA,NA,0,NA
classCentral-542,https://www.class-central.com/mooc/5752/edx-algorithms,classCentral,edX,Computer Science,Computer Science,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,5.0,NA,NA,NA,3,NA,NA,NA,3.31E-06,NA,NA,NA,5.47E-18
classCentral-543,https://www.class-central.com/mooc/2295/edx-design-and-development-of-educational-technology,classCentral,edX,Education & Teacher Training,Social Sciences,FALSE,TRUE,TRUE,TRUE,0.0,0.0,0.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
classCentral-544,https://www.class-central.com/mooc/5241/edx-sensing-planet-earth-from-core-to-outer-space,classCentral,edX,Energy & Earth Sciences,Physical Science and Engineering,FALSE,FALSE,TRUE,TRUE,0.0,0.0,0.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
classCentral-545,https://www.class-central.com/mooc/7829/edx-entrepreneurship-in-emerging-economies,classCentral,edX,Business & Management,Business,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,5.0,NA,NA,NA,0,NA,NA,NA,3.34E-06,NA,NA,NA,8.94E-08
classCentral-546,https://www.class-central.com/mooc/4060/edx-sustainable-urban-development,classCentral,edX,Engineering,Physical Science and Engineering,FALSE,FALSE,TRUE,TRUE,0.0,0.0,0.0,5.0,NA,NA,NA,17.30952381,NA,NA,NA,3.34E-06,NA,NA,NA,1.49E-07
classCentral-547,https://www.class-central.com/mooc/3852/edx-algebre-lineaire-partie-1,classCentral,edX,Math,Math and Logic,FALSE,FALSE,TRUE,TRUE,0.0,0.0,5.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
classCentral-548,https://www.class-central.com/mooc/4521/edx-algebre-lineaire-partie-2,classCentral,edX,Math,Math and Logic,FALSE,FALSE,TRUE,TRUE,0.0,0.0,5.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
classCentral-549,https://www.class-central.com/mooc/4555/edx-algebre-lineaire-partie-3,classCentral,edX,Math,Math and Logic,FALSE,FALSE,TRUE,TRUE,0.0,0.0,5.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
classCentral-550,https://www.class-central.com/mooc/8259/edx-democratic-to-authoritarian-rule,classCentral,edX,History,Arts and Humanities,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,5.0,NA,NA,NA,0,NA,NA,NA,3.34E-06,NA,NA,NA,4.10E-18
classCentral-551,https://www.class-central.com/mooc/6511/edx-principles-of-machine-learning,classCentral,edX,Computer Science,Computer Science,FALSE,FALSE,TRUE,TRUE,0.0,0.0,0.0,5.0,NA,NA,NA,0,NA,NA,NA,3.34E-06,NA,NA,NA,0.001368623
classCentral-552,https://www.class-central.com/mooc/6512/edx-data-science-essentials,classCentral,edX,Computer Science,Computer Science,FALSE,FALSE,TRUE,TRUE,0.0,0.0,0.0,5.0,NA,NA,NA,0,NA,NA,NA,3.35E-06,NA,NA,NA,4.10E-18
classCentral-553,https://www.class-central.com/mooc/3881/edx-architecting-microsoft-azure-solutions,classCentral,edX,Computer Science,Computer Science,FALSE,FALSE,TRUE,TRUE,0.0,0.0,5.0,0.0,NA,NA,0,NA,NA,NA,5.73E-06,NA,NA,NA,0,NA
classCentral-554,https://www.class-central.com/mooc/8002/edx-asynchronous-programming-with-javascript,classCentral,edX,Computer Science,Computer Science,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,5.0,NA,NA,NA,0,NA,NA,NA,8.29E-07,NA,NA,NA,4.10E-18
classCentral-555,https://www.class-central.com/mooc/7831/edx-communication-skills-for-bridging-divides,classCentral,edX,Communication,Business,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,5.0,NA,NA,NA,0,NA,NA,NA,3.34E-06,NA,NA,NA,5.47E-18
classCentral-556,https://www.class-central.com/mooc/1234/edx-dynamics,classCentral,edX,Engineering,Physical Science and Engineering,TRUE,FALSE,FALSE,FALSE,0.0,0.0,0.0,4.0,NA,NA,NA,0,NA,NA,NA,8.29E-07,NA,NA,NA,4.10E-18
classCentral-557,https://www.class-central.com/mooc/1616/edx-united-states-health-policy,classCentral,edX,Health & Safety,Life Sciences,TRUE,TRUE,FALSE,FALSE,0.0,0.0,4.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
classCentral-558,https://www.class-central.com/mooc/2024/edx-anatomyx-musculoskeletal-cases,classCentral,edX,Biology & Life Sciences,Life Sciences,FALSE,TRUE,FALSE,FALSE,0.0,0.0,5.0,4.0,NA,NA,0,NA,NA,NA,9.60E-07,NA,NA,NA,0,NA
classCentral-559,https://www.class-central.com/mooc/2806/edx-applications-of-linear-algebra-part-2,classCentral,edX,Computer Science,Computer Science,FALSE,TRUE,FALSE,FALSE,0.0,0.0,9.0,0.0,NA,NA,0,NA,NA,NA,5.76E-06,NA,NA,NA,0,NA
classCentral-560,https://www.class-central.com/mooc/3043/edx-the-ethics-of-eating,classCentral,edX,Ethics,Arts and Humanities,FALSE,TRUE,FALSE,FALSE,0.0,0.0,4.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
classCentral-561,https://www.class-central.com/mooc/931/edx-introduction-to-aerodynamics,classCentral,edX,Engineering,Physical Science and Engineering,TRUE,TRUE,TRUE,FALSE,0.0,0.0,9.0,0.0,NA,NA,0,NA,NA,NA,5.71E-06,NA,NA,NA,9.41E-06,NA
classCentral-562,https://www.class-central.com/mooc/2147/edx-introduction-to-functional-programming,classCentral,edX,Computer Science,Computer Science,FALSE,TRUE,TRUE,FALSE,0.0,14.000000001,16.0,16.0,NA,146,0,927.6235202,NA,2.54E-05,5.73E-06,3.36E-06,NA,0,0,0.000302893
classCentral-563,https://www.class-central.com/mooc/1523/edx-mobile-application-experiences-part-1-from-a-domain-to-an-app-idea,classCentral,edX,Computer Science,Computer Science,TRUE,TRUE,TRUE,FALSE,0.0,0.0,9.0,0.0,NA,NA,0,NA,NA,NA,9.60E-07,NA,NA,NA,0,NA
classCentral-564,https://www.class-central.com/mooc/6569/edx-humanitarian-response-to-conflict-and-disaster,classCentral,edX,Health & Safety,Life Sciences,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,9.0,NA,NA,NA,0,NA,NA,NA,3.34E-06,NA,NA,NA,6.50E-06
classCentral-565,https://www.class-central.com/mooc/3032/edx-electricity-magnetism-part-1,classCentral,edX,Physics,Physical Science and Engineering,FALSE,TRUE,FALSE,TRUE,0.0,0.0,5.0,4.0,NA,NA,NA,0,NA,NA,NA,3.36E-06,NA,NA,NA,0.002375117
classCentral-566,https://www.class-central.com/mooc/4012/edx-mechanical-behavior-of-materials-part-1-linear-elastic-behavior,classCentral,edX,Engineering,Physical Science and Engineering,FALSE,FALSE,TRUE,TRUE,0.0,0.0,5.0,4.0,NA,NA,0,NA,NA,NA,5.68E-06,NA,NA,NA,0,NA
classCentral-567,https://www.class-central.com/mooc/1647/edx-hypersonics-from-shock-waves-to-scramjets,classCentral,edX,Engineering,Physical Science and Engineering,TRUE,TRUE,TRUE,TRUE,0.0,0.0,4.0,5.0,NA,NA,0,NA,NA,NA,9.59E-07,NA,NA,NA,0,NA
classCentral-568,https://www.class-central.com/mooc/3188/edx-juryx-deliberations-for-social-change,classCentral,edX,Law,Social Sciences,FALSE,TRUE,FALSE,TRUE,0.0,0.0,9.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
classCentral-569,https://www.class-central.com/mooc/3322/edx-the-rise-of-superheroes-and-their-impact-on-pop-culture,classCentral,edX,Art & Culture,Arts and Humanities,FALSE,TRUE,TRUE,TRUE,0.0,0.0,37.999999998,12.999999999,NA,NA,5322.800288,0,NA,NA,5.76E-06,3.34E-06,NA,NA,2.47E-05,4.10E-18
classCentral-570,https://www.class-central.com/mooc/3709/edx-chinese-thought-ancient-wisdom-meets-modern-science-part-2,classCentral,edX,Art & Culture,Arts and Humanities,FALSE,FALSE,TRUE,TRUE,0.0,0.0,0.0,9.0,NA,NA,NA,0,NA,NA,NA,3.33E-06,NA,NA,NA,4.10E-18
classCentral-571,https://www.class-central.com/mooc/4948/edx-communication-skills-and-teamwork,classCentral,edX,Business & Management,Business,FALSE,TRUE,TRUE,TRUE,0.0,0.0,0.0,9.0,NA,NA,NA,0,NA,NA,NA,8.29E-07,NA,NA,NA,4.10E-18
classCentral-572,https://www.class-central.com/mooc/3711/edx-circular-economy-an-introduction,classCentral,edX,Design,Social Sciences,FALSE,FALSE,TRUE,TRUE,0.0,0.0,4.0,5.0,NA,NA,0,NA,NA,NA,5.73E-06,NA,NA,NA,0,NA
classCentral-573,https://www.class-central.com/mooc/4915/edx-engineering-building-with-nature,classCentral,edX,Biology & Life Sciences,Life Sciences,FALSE,FALSE,TRUE,TRUE,0.0,0.0,0.0,9.0,NA,NA,NA,0,NA,NA,NA,8.29E-07,NA,NA,NA,4.10E-18
classCentral-574,https://www.class-central.com/mooc/5923/edx-introduction-to-html-and-javascript,classCentral,edX,Computer Science,Computer Science,FALSE,FALSE,TRUE,TRUE,0.0,0.0,0.0,9.0,NA,NA,NA,6840.967835,NA,NA,NA,3.35E-06,NA,NA,NA,7.04E-05
classCentral-575,https://www.class-central.com/mooc/3231/edx-think-create-code,classCentral,edX,Computer Science,Computer Science,FALSE,TRUE,TRUE,TRUE,0.0,0.0,5.0,4.0,NA,NA,NA,557.0911458,NA,NA,NA,3.35E-06,NA,NA,NA,4.48E-07
classCentral-576,https://www.class-central.com/mooc/914/edx-introduction-to-bioethics,classCentral,edX,Biology & Life Sciences,Life Sciences,TRUE,TRUE,TRUE,TRUE,0.0,0.0,5.0,4.0,NA,NA,74.46878808,NA,NA,NA,5.73E-06,NA,NA,NA,1.53E-06,NA
classCentral-577,https://www.class-central.com/mooc/1235/edx-our-energetic-earth,classCentral,edX,Environmental Science and Sustainability,Physical Science and Engineering,TRUE,FALSE,FALSE,FALSE,0.0,0.0,5.0,8.0,NA,NA,0,0,NA,NA,5.69E-06,8.30E-07,NA,NA,1.90E-12,4.10E-18
classCentral-578,https://www.class-central.com/mooc/6878/edx-agile-software-development,classCentral,edX,Computer Science,Computer Science,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,12.999999999,NA,NA,NA,0,NA,NA,NA,3.36E-06,NA,NA,NA,4.10E-18
classCentral-579,https://www.class-central.com/mooc/3922/edx-english-at-work-in-asia-job-applications-cvs-and-cover-letters,classCentral,edX,Humanities,Language Learning,FALSE,FALSE,TRUE,TRUE,0.0,0.0,3.0,10.0,NA,NA,NA,0,NA,NA,NA,8.29E-07,NA,NA,NA,8.20E-18
classCentral-580,https://www.class-central.com/mooc/4945/edx-resume-networking-and-interview-skills,classCentral,edX,Business & Management,Business,FALSE,FALSE,TRUE,TRUE,0.0,0.0,0.0,12.999999999,NA,NA,NA,0,NA,NA,NA,3.34E-06,NA,NA,NA,1.09E-17
classCentral-581,https://www.class-central.com/mooc/6851/edx-question-reality-science-philosophy-and-the-search-for-meaning,classCentral,edX,Physics,Physical Science and Engineering,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,12.999999999,NA,NA,NA,0,NA,NA,NA,8.29E-07,NA,NA,NA,4.10E-18
classCentral-582,https://www.class-central.com/mooc/4522/edx-space-mission-design-and-operations,classCentral,edX,Engineering,Physical Science and Engineering,FALSE,FALSE,TRUE,TRUE,0.0,0.0,0.0,12.999999999,NA,NA,NA,0,NA,NA,NA,8.30E-07,NA,NA,NA,4.10E-18
classCentral-583,https://www.class-central.com/mooc/6333/edx-introduction-to-devops,classCentral,edX,Computer Science,Computer Science,FALSE,FALSE,TRUE,TRUE,0.0,0.0,0.0,12.999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
classCentral-584,https://www.class-central.com/mooc/3828/edx-american-government,classCentral,edX,Social Sciences,Social Sciences,FALSE,FALSE,TRUE,TRUE,0.0,0.0,9.0,4.0,NA,NA,657.4411127,NA,NA,NA,5.73E-06,NA,NA,NA,1.53E-06,NA
classCentral-585,https://www.class-central.com/mooc/3027/edx-essential-human-biology-cells-and-tissues,classCentral,edX,Biology & Life Sciences,Life Sciences,FALSE,TRUE,TRUE,FALSE,0.0,0.0,17.0,0.0,NA,NA,1392.364939,NA,NA,NA,5.74E-06,NA,NA,NA,0.000172796,NA
classCentral-586,https://www.class-central.com/mooc/3341/edx-querying-with-transact-sql,classCentral,edX,Computer Science,Computer Science,FALSE,TRUE,TRUE,TRUE,0.0,0.0,4.0,12.999999999,NA,NA,0,NA,NA,NA,5.73E-06,NA,NA,NA,0,NA
classCentral-587,https://www.class-central.com/mooc/5844/edx-religious-literacy-traditions-and-scriptures,classCentral,edX,Humanities,Language Learning,FALSE,FALSE,TRUE,FALSE,0.0,0.0,0.0,21.0,NA,NA,NA,1458,NA,NA,NA,3.33E-06,NA,NA,NA,2.68E-08
classCentral-588,https://www.class-central.com/mooc/3041/edx-computation-structures-part-1-digital-circuits,classCentral,edX,Computer Science,Computer Science,FALSE,TRUE,TRUE,TRUE,0.0,0.0,11.000000001,10.0,NA,NA,575,0,NA,NA,5.71E-06,3.34E-06,NA,NA,0,0.000591431
classCentral-589,https://www.class-central.com/mooc/2637/edx-introduction-to-environmental-science,classCentral,edX,Environmental Studies,Physical Science and Engineering,FALSE,TRUE,TRUE,FALSE,0.0,0.0,16.0,9.0,NA,NA,0,0,NA,NA,5.71E-06,3.32E-06,NA,NA,0,1.28E-12
classCentral-590,https://www.class-central.com/mooc/1857/edx-introduction-to-linux,classCentral,edX,Computer Science,Computer Science,FALSE,TRUE,TRUE,TRUE,0.0,25.000000002,79.00000000200001,46.999999994999996,NA,0,3504.860313,5636.803874,NA,2.54E-05,5.76E-06,3.36E-06,NA,0,0.000172997,6.92E-05
classCentral-591,https://www.class-central.com/mooc/2915/edx-isscc-previews-circuit-and-system-insights,classCentral,edX,Electronics,Physical Science and Engineering,TRUE,TRUE,TRUE,FALSE,0.0,0.0,12.0,0.0,NA,NA,10,NA,NA,NA,5.69E-06,NA,NA,NA,0,NA
classCentral-592,https://www.class-central.com/mooc/3305/edx-greeks-at-war-homer-at-troy,classCentral,edX,Humanities,Language Learning,FALSE,TRUE,FALSE,FALSE,0.0,0.0,11.000000001,5.0,NA,NA,0,0,NA,NA,5.73E-06,3.32E-06,NA,NA,1.53E-06,5.47E-18
classCentral-593,https://www.class-central.com/mooc/2683/edx-medicine-in-the-digital-age,classCentral,edX,Medicine,Life Sciences,FALSE,TRUE,TRUE,FALSE,0.0,0.0,0.0,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
classCentral-594,https://www.class-central.com/mooc/3505/edx-effects-of-radiation-an-introduction-to-radiation-and-radioactivity,classCentral,edX,Science,Physical Science and Engineering,FALSE,FALSE,TRUE,FALSE,0.0,0.0,3.0,5.0,NA,NA,0,0,NA,NA,9.58E-07,3.33E-06,NA,NA,0,1.60E-09
classCentral-595,https://www.class-central.com/mooc/3878/edx-the-book-monasteries-schools-and-notaries-part-1-reading-the-late-medieval-marseille-archive,classCentral,edX,Humanities,Language Learning,FALSE,FALSE,TRUE,FALSE,0.0,0.0,0.0,12.0,NA,NA,NA,1928,NA,NA,NA,3.34E-06,NA,NA,NA,9.46E-07
classCentral-596,https://www.class-central.com/mooc/2195/edx-computing-art-magic-science,classCentral,edX,Computer Science,Computer Science,FALSE,TRUE,TRUE,FALSE,0.0,0.0,4.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
classCentral-597,https://www.class-central.com/mooc/2695/edx-saving-schools-mini-course-3-accountability-and-national-standards,classCentral,edX,Social Sciences,Social Sciences,FALSE,TRUE,TRUE,FALSE,0.0,0.0,0.0,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
classCentral-598,https://www.class-central.com/mooc/2696/edx-saving-schools-mini-course-4-school-choice,classCentral,edX,Social Sciences,Social Sciences,FALSE,TRUE,TRUE,FALSE,0.0,0.0,0.0,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
classCentral-599,https://www.class-central.com/mooc/2812/edx-saving-schools-mini-course-2-teacher-policies,classCentral,edX,Social Sciences,Social Sciences,TRUE,TRUE,TRUE,FALSE,0.0,0.0,0.0,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
classCentral-600,https://www.class-central.com/mooc/2503/edx-underactuated-robotics,classCentral,edX,Computer Science,Computer Science,FALSE,TRUE,TRUE,FALSE,0.0,4.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
classCentral-601,https://www.class-central.com/mooc/4383/edx-atomic-and-optical-physics-i-part-2-atomic-structure-and-atoms-in-external-field,classCentral,edX,Physics,Physical Science and Engineering,FALSE,FALSE,TRUE,FALSE,0.0,0.0,4.0,0.0,NA,NA,0,NA,NA,NA,9.58E-07,NA,NA,NA,0,NA
classCentral-602,https://www.class-central.com/mooc/4520/edx-going-out-on-a-limb-anatomy-of-the-upper-limb,classCentral,edX,Medicine,Life Sciences,FALSE,FALSE,TRUE,FALSE,0.0,0.0,8.0,0.0,NA,NA,6,NA,NA,NA,5.70E-06,NA,NA,NA,0,NA
classCentral-603,https://www.class-central.com/mooc/2818/edx-introduction-to-global-hospitality-management,classCentral,edX,Business & Management,Business,FALSE,TRUE,TRUE,FALSE,0.0,0.0,4.0,4.0,NA,NA,0,NA,NA,NA,5.68E-06,NA,NA,NA,0,NA
classCentral-604,https://www.class-central.com/mooc/5642/edx-italian-language-and-culture-beginner,classCentral,edX,Language,Language Learning,FALSE,FALSE,TRUE,FALSE,0.0,0.0,0.0,12.0,NA,NA,NA,0,NA,NA,NA,8.29E-07,NA,NA,NA,4.10E-18
classCentral-605,https://www.class-central.com/mooc/930/edx-flight-vehicle-aerodynamics,classCentral,edX,Engineering,Physical Science and Engineering,TRUE,FALSE,TRUE,FALSE,0.0,0.0,4.0,4.0,NA,NA,13.91666667,0,NA,NA,5.71E-06,8.29E-07,NA,NA,9.52E-08,4.10E-18
classCentral-606,https://www.class-central.com/mooc/3049/edx-framing-how-politicians-debate,classCentral,edX,Communication,Business,FALSE,TRUE,TRUE,TRUE,0.0,0.0,4.0,4.0,NA,NA,0,0,NA,NA,9.58E-07,8.29E-07,NA,NA,0,4.10E-18
classCentral-607,https://www.class-central.com/mooc/2970/edx-introduction-to-bioconductor-annotation-and-analysis-of-genomes-and-genomic-assays,classCentral,edX,Biology & Life Sciences,Life Sciences,FALSE,TRUE,TRUE,FALSE,0.0,0.0,0.0,4.0,NA,NA,NA,0,NA,NA,NA,3.34E-06,NA,NA,NA,3.14E-05
classCentral-608,https://www.class-central.com/mooc/2296/edx-medicinal-chemistry-the-molecular-basis-of-drug-discovery,classCentral,edX,Chemistry,Physical Science and Engineering,FALSE,TRUE,TRUE,TRUE,0.0,0.0,4.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
classCentral-609,https://www.class-central.com/mooc/3706/edx-medicating-for-mental-health-judicious-use-of-psychiatric-drugs,classCentral,edX,Biology & Life Sciences,Life Sciences,FALSE,FALSE,TRUE,FALSE,0.0,0.0,4.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
classCentral-610,https://www.class-central.com/mooc/4153/edx-birds-101-introduction-to-pet-birds,classCentral,edX,Biology & Life Sciences,Life Sciences,FALSE,FALSE,TRUE,FALSE,0.0,0.0,0.0,4.0,NA,NA,NA,0,NA,NA,NA,3.32E-06,NA,NA,NA,2.73E-18
classCentral-611,https://www.class-central.com/mooc/6014/edx-ancient-egyptian-civilization,classCentral,edX,History,Arts and Humanities,FALSE,FALSE,TRUE,FALSE,0.0,0.0,0.0,8.0,NA,NA,NA,0,NA,NA,NA,8.29E-07,NA,NA,NA,4.10E-18
classCentral-612,https://www.class-central.com/mooc/5858/edx-christianity-through-its-scriptures,classCentral,edX,Humanities,Language Learning,FALSE,FALSE,TRUE,FALSE,0.0,0.0,0.0,8.0,NA,NA,NA,4074.631746,NA,NA,NA,3.35E-06,NA,NA,NA,3.34E-05
classCentral-613,https://www.class-central.com/mooc/6490/edx-intellectual-property-law-and-policy-part-2-copyright-and-trademark-laws,classCentral,edX,Law,Social Sciences,FALSE,FALSE,TRUE,FALSE,0.0,0.0,0.0,4.0,NA,NA,NA,0,NA,NA,NA,3.32E-06,NA,NA,NA,4.10E-18
classCentral-614,https://www.class-central.com/mooc/4990/edx-introduction-to-real-time-systems,classCentral,edX,Biology,Life Sciences,FALSE,FALSE,TRUE,FALSE,0.0,0.0,4.0,0.0,NA,NA,0,NA,NA,NA,5.73E-06,NA,NA,NA,0,NA
classCentral-615,https://www.class-central.com/mooc/4903/edx-fun-with-prime-numbers-the-mysterious-world-of-mathematics,classCentral,edX,Math,Math and Logic,FALSE,FALSE,TRUE,FALSE,0.0,0.0,0.0,8.0,NA,NA,NA,2,NA,NA,NA,3.32E-06,NA,NA,NA,8.20E-18
classCentral-616,https://www.class-central.com/mooc/2148/edx-responsible-innovation-ethics-safety-and-technology,classCentral,edX,Ethics,Arts and Humanities,TRUE,TRUE,TRUE,FALSE,0.0,0.0,4.0,0.0,NA,NA,0,NA,NA,NA,5.65E-06,NA,NA,NA,0,NA
classCentral-617,https://www.class-central.com/mooc/2960/edx-statistics-and-r,classCentral,edX,Biology & Life Sciences,Life Sciences,FALSE,TRUE,TRUE,FALSE,0.0,0.0,24.0,32.0,NA,NA,0,11057.22121,NA,NA,5.72E-06,3.35E-06,NA,NA,0,0.00110986
classCentral-618,https://www.class-central.com/mooc/946/edx-global-sociology,classCentral,edX,Social Sciences,Social Sciences,FALSE,TRUE,TRUE,FALSE,0.0,0.0,0.0,4.0,NA,NA,NA,0,NA,NA,NA,8.29E-07,NA,NA,NA,4.10E-18
classCentral-619,https://www.class-central.com/mooc/1842/edx-visualizing-postwar-tokyo-part-1,classCentral,edX,Social Sciences,Social Sciences,TRUE,TRUE,TRUE,TRUE,0.0,4.0,0.0,4.0,NA,NA,NA,1106,NA,NA,NA,3.34E-06,NA,NA,NA,5.47E-18
classCentral-620,https://www.class-central.com/mooc/1843/edx-visualizing-postwar-tokyo-part-2,classCentral,edX,Social Sciences,Social Sciences,FALSE,TRUE,TRUE,TRUE,0.0,0.0,4.0,4.0,NA,NA,0,557,NA,NA,5.64E-06,3.33E-06,NA,NA,0,1.37E-17
classCentral-621,https://www.class-central.com/mooc/3854/edx-quality-of-life-livability-in-future-cities,classCentral,edX,Architecture,Physical Science and Engineering,FALSE,FALSE,TRUE,TRUE,0.0,0.0,4.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
classCentral-622,https://www.class-central.com/mooc/6104/edx-music-technology-foundations,classCentral,edX,Music,Arts and Humanities,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,4.0,NA,NA,NA,57.5,NA,NA,NA,3.34E-06,NA,NA,NA,4.74E-08
classCentral-623,https://www.class-central.com/mooc/2149/edx-urban-sewage-treatment,classCentral,edX,Engineering,Physical Science and Engineering,FALSE,TRUE,TRUE,TRUE,0.0,0.0,0.0,4.0,NA,NA,NA,2,NA,NA,NA,3.32E-06,NA,NA,NA,4.10E-18
classCentral-624,https://www.class-central.com/mooc/6847/edx-ap-physics-2-challenging-concepts,classCentral,edX,Physics,Physical Science and Engineering,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
classCentral-625,https://www.class-central.com/mooc/2157/edx-introduction-to-water-and-climate,classCentral,edX,Environmental Studies,Physical Science and Engineering,FALSE,TRUE,TRUE,TRUE,0.0,0.0,0.0,4.0,NA,NA,NA,0,NA,NA,NA,3.33E-06,NA,NA,NA,4.10E-18
