url,subject,area
https://www.class-central.com/mooc/1604/coursera--understanding-the-greek-philosophy,Philosophy,Arts and Humanities
https://www.class-central.com/mooc/1606/coursera-understanding-the-brain-the-neurobiology-of-everyday-life,Biology,Life Sciences
https://www.class-central.com/mooc/1623/edx-the-analytics-edge,Data Analysis & Statistics,Data Science
https://www.class-central.com/mooc/1635/edx-astrophysics-exploring-exoplanets,Physics,Physical Science and Engineering
https://www.class-central.com/mooc/1648/edx-introduction-to-biomedical-imaging,Biology & Life Sciences,Life Sciences
https://www.class-central.com/mooc/1652/coursera---shi-ji-1,History,Arts and Humanities
https://www.class-central.com/mooc/1704/coursera-programming-cloud-services-for-android-handheld-systems,Software Development,Computer Science
https://www.class-central.com/mooc/1705/coursera-the-french-revolution,History,Arts and Humanities
https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox,Data Analysis,Data Science
https://www.class-central.com/mooc/1713/coursera-r-programming,Data Analysis,Data Science
https://www.class-central.com/mooc/1714/coursera-getting-and-cleaning-data,Data Analysis,Data Science
https://www.class-central.com/mooc/1715/coursera-exploratory-data-analysis,Data Analysis,Data Science
https://www.class-central.com/mooc/1716/coursera-reproducible-research,Data Analysis,Data Science
https://www.class-central.com/mooc/1717/coursera-statistical-inference,Probability and Statistics,Data Science
https://www.class-central.com/mooc/1718/coursera-regression-models,Probability and Statistics,Data Science
https://www.class-central.com/mooc/1719/coursera-practical-machine-learning,Machine Learning,Data Science
https://www.class-central.com/mooc/1720/coursera-developing-data-products,Data Analysis,Data Science
https://www.class-central.com/mooc/1724/coursera-principles-of-computing-part-1,Software Development,Computer Science
https://www.class-central.com/mooc/1725/coursera-algorithmic-thinking-part-1,Software Development,Computer Science
https://www.class-central.com/mooc/1727/coursera-usable-security,Computer Security and Networks,Computer Science
https://www.class-central.com/mooc/1728/coursera-software-security,Computer Security and Networks,Computer Science
https://www.class-central.com/mooc/1729/coursera-hardware-security,Computer Security and Networks,Computer Science
https://www.class-central.com/mooc/1730/coursera-cryptography,Computer Security and Networks,Computer Science
https://www.class-central.com/mooc/1740/coursera-enhance-your-career-and-employability-skills,Career Development,Personal Development
https://www.class-central.com/mooc/1747/coursera-the-global-student-s-introduction-to-u-s-law,Law,Social Sciences
https://www.class-central.com/mooc/1749/coursera-bioinformatic-methods-ii,Bioinformatics,Life Sciences
https://www.class-central.com/mooc/1765/coursera-introduction-to-human-behavioral-genetics,Psychology,Social Sciences
https://www.class-central.com/mooc/1769/coursera-preventing-chronic-pain-a-human-systems-approach,Medicine & Healthcare,Life Sciences
https://www.class-central.com/mooc/1781/edx-the-science-of-happiness,Social Sciences,Social Sciences
https://www.class-central.com/mooc/1782/edx-colwri2-3x-academic-and-business-writing,Communication,Business
https://www.class-central.com/mooc/1811/coursera-personal-family-financial-planning,Finance,Business
https://www.class-central.com/mooc/1812/coursera-massively-multivariable-open-online-calculus-course,Math and Logic,Math and Logic
https://www.class-central.com/mooc/1813/coursera-the-science-of-the-solar-system,Physics and Astronomy,Physical Science and Engineering
https://www.class-central.com/mooc/1815/coursera-marriage-and-the-movies-a-history,Film,Arts and Humanities
https://www.class-central.com/mooc/1816/coursera-web-application-architectures,Mobile and Web Development,Computer Science
https://www.class-central.com/mooc/1833/edx-the-art-of-poetry,Literature,Arts and Humanities
https://www.class-central.com/mooc/1834/edx-war-for-the-greater-middle-east,History,Arts and Humanities
https://www.class-central.com/mooc/1844/coursera-better-leader-richer-life,Leadership and Management,Business
https://www.class-central.com/mooc/1845/edx-china-part-4-literati-china-examinations-and-neo-confucianism,History,Arts and Humanities
https://www.class-central.com/mooc/1856/coursera-advanced-competitive-strategy,Business Strategy,Business
https://www.class-central.com/mooc/1857/edx-introduction-to-linux,Computer Science,Computer Science
https://www.class-central.com/mooc/1887/coursera-vital-signs-understanding-what-the-body-is-telling-us,Medicine & Healthcare,Life Sciences
https://www.class-central.com/mooc/1905/coursera-shaping-the-way-we-teach-english-1-the-landscape-of-english-language-teaching,Learning English,Language Learning
https://www.class-central.com/mooc/1929/coursera-shaping-the-way-we-teach-english-2-paths-to-success-in-elt,Learning English,Language Learning
https://www.class-central.com/mooc/1957/coursera-programming-for-everybody-python,Software Development,Computer Science
https://www.class-central.com/mooc/1969/coursera-representaciones-culturales-de-las-sexualidades,Philosophy,Arts and Humanities
https://www.class-central.com/mooc/1986/edx-china-part-6-the-manchus-and-the-qing-dynasty,History,Arts and Humanities
https://www.class-central.com/mooc/1988/edx-china-part-5-from-a-global-empire-under-the-mongols-to-a-global-economy-under-the-ming-dynasty,History,Arts and Humanities
https://www.class-central.com/mooc/1989/edx-mas-s69x-big-data-and-social-physics,Computer Science,Computer Science
https://www.class-central.com/mooc/2011/coursera-managing-your-money-mba-insights-for-undergraduates,Finance,Business
https://www.class-central.com/mooc/2022/edx-english-grammar-and-style,Humanities,Language Learning
https://www.class-central.com/mooc/2027/edx-leaders-of-learning,Education & Teacher Training,Social Sciences
https://www.class-central.com/mooc/2033/coursera-what-future-for-education,Education,Social Sciences
https://www.class-central.com/mooc/2055/coursera-our-energy-future,Environmental Science and Sustainability,Physical Science and Engineering
https://www.class-central.com/mooc/2065/coursera-supply-chain-management-a-learning-perspective,Business Strategy,Business
https://www.class-central.com/mooc/2070/edx-future-cities,Architecture,Physical Science and Engineering
https://www.class-central.com/mooc/2074/edx-aa432x-composite-materials-overview-for-engineers,Engineering,Physical Science and Engineering
https://www.class-central.com/mooc/2082/coursera-introduction-to-key-constitutional-concepts-and-supreme-court-cases,Governance and Society,Social Sciences
https://www.class-central.com/mooc/2113/coursera-get-organized-how-to-be-a-together-teacher,Education,Social Sciences
https://www.class-central.com/mooc/2136/coursera-social-impact-strategy-tools-for-entrepreneurs-and-innovators,Entrepreneurship,Business
https://www.class-central.com/mooc/2137/coursera-copyright-for-educators-librarians,Education,Social Sciences
https://www.class-central.com/mooc/2140/edx-supply-chain-fundamentals,Engineering,Physical Science and Engineering
https://www.class-central.com/mooc/2146/edx-creative-problem-solving-and-decision-making,Business & Management,Business
https://www.class-central.com/mooc/2147/edx-introduction-to-functional-programming,Computer Science,Computer Science
https://www.class-central.com/mooc/2161/coursera-learning-how-to-learn-powerful-mental-tools-to-help-you-master-tough-subjects,Personal Development,Personal Development
https://www.class-central.com/mooc/2163/coursera-questionnaire-design-for-social-surveys,Psychology,Social Sciences
https://www.class-central.com/mooc/2167/coursera-greening-the-economy-lessons-from-scandinavia,Environmental Science and Sustainability,Physical Science and Engineering
https://www.class-central.com/mooc/2216/coursera-gps-an-introduction-to-satellite-navigation-with-an-interactive-worldwide-laboratory-using-smartphones,Civil Engineering,Physical Science and Engineering
https://www.class-central.com/mooc/2234/edx-3-032x-mechanical-behavior-of-materials,Engineering,Physical Science and Engineering
https://www.class-central.com/mooc/2244/edx-ut-7-01x-foundations-of-data-analysis,Data Analysis & Statistics,Data Science
https://www.class-central.com/mooc/2286/coursera-corporate-finance-essentials,Finance,Business
https://www.class-central.com/mooc/2305/coursera-gut-check-exploring-your-microbiome,Biology,Life Sciences
https://www.class-central.com/mooc/2353/coursera-chinese-for-beginners,Other Languages,Language Learning
https://www.class-central.com/mooc/2365/edx-saving-schools-mini-course-1-history-and-politics-of-u-s-education,Social Sciences,Social Sciences
https://www.class-central.com/mooc/2445/coursera-process-mining-data-science-in-action,Data Analysis,Data Science
https://www.class-central.com/mooc/2446/coursera-nonlinear-dynamics-1-geometry-of-chaos,Math and Logic,Math and Logic
https://www.class-central.com/mooc/2452/coursera-introduction-to-sustainable-development,Environmental Science and Sustainability,Physical Science and Engineering
https://www.class-central.com/mooc/2460/coursera-successful-negotiation-essential-strategies-and-skills,Business Essentials,Business
https://www.class-central.com/mooc/2463/coursera-surveillance-law,Law,Social Sciences
https://www.class-central.com/mooc/2464/coursera---introduction-to-combinatorics,Math and Logic,Math and Logic
https://www.class-central.com/mooc/2466/coursera-introduction-to-electronics,Electrical Engineering,Physical Science and Engineering
https://www.class-central.com/mooc/2468/edx-china-part-8-creating-modern-china-the-birth-of-a-nation,History,Arts and Humanities
https://www.class-central.com/mooc/2487/coursera-advertising-and-society,Economics,Social Sciences
https://www.class-central.com/mooc/2508/edx-ap-physics-2-part-1-fluids-and-thermodynamics,Physics,Physical Science and Engineering
https://www.class-central.com/mooc/2529/edx-engr1-0x-introduction-to-engineering-and-engineering-mathematics,Engineering,Physical Science and Engineering
https://www.class-central.com/mooc/2567/coursera-technology-commercialization-part-1-setting-up-your-idea-filtering-system,Entrepreneurship,Business
https://www.class-central.com/mooc/2663/coursera-preparing-for-the-ap-calculus-ab-and-bc-exams-part-1-differential-calculus,Math and Logic,Math and Logic
https://www.class-central.com/mooc/2667/coursera-the-bilingual-brain,Psychology,Social Sciences
https://www.class-central.com/mooc/2677/coursera-america-s-written-constitution,Governance and Society,Social Sciences
https://www.class-central.com/mooc/2678/coursera-arts-and-culture-strategy,Governance and Society,Social Sciences
https://www.class-central.com/mooc/2699/coursera-international-business-ii,Business Strategy,Business
https://www.class-central.com/mooc/2707/coursera-scaling-operations-linking-strategy-and-execution,Business Strategy,Business
https://www.class-central.com/mooc/2708/coursera-innovation-for-entrepreneurs-from-idea-to-marketplace,Entrepreneurship,Business
https://www.class-central.com/mooc/2709/coursera-new-venture-finance-startup-funding-for-entrepreneurs,Entrepreneurship,Business
https://www.class-central.com/mooc/2717/coursera-cloud-computing-concepts-part-1,Algorithms,Computer Science
https://www.class-central.com/mooc/2718/coursera-foundational-neuroscience-for-perception-and-action,Medicine & Healthcare,Life Sciences
https://www.class-central.com/mooc/2720/coursera-fundamentals-of-management,Leadership and Management,Business
https://www.class-central.com/mooc/2724/coursera-high-impact-business-writing,Business Essentials,Business
https://www.class-central.com/mooc/2727/coursera-work-smarter-not-harder-time-management-for-personal-professional-productivity,Business Essentials,Business
https://www.class-central.com/mooc/2728/coursera-initiating-and-planning-projects,Leadership and Management,Business
https://www.class-central.com/mooc/2730/coursera-managing-project-risks-and-changes,Leadership and Management,Business
https://www.class-central.com/mooc/2733/coursera-pattern-discovery-in-data-mining,Data Analysis,Data Science
https://www.class-central.com/mooc/2734/coursera-text-retrieval-and-search-engines,Data Analysis,Data Science
https://www.class-central.com/mooc/2735/coursera-cluster-analysis-in-data-mining,Data Analysis,Data Science
https://www.class-central.com/mooc/2750/coursera-marketing-in-a-digital-world,Marketing,Business
https://www.class-central.com/mooc/2752/coursera-managerial-accounting-tools-for-facilitating-and-guiding-business-decisions,Finance,Business
https://www.class-central.com/mooc/2753/coursera-digital-analytics-for-marketing-professionals-marketing-analytics-in-theory,Marketing,Business
https://www.class-central.com/mooc/2782/coursera-project-management-the-basics-for-success,Leadership and Management,Business
https://www.class-central.com/mooc/2793/coursera-american-education-reform-history-policy-practice,History,Arts and Humanities
https://www.class-central.com/mooc/2794/coursera-australian-literature-a-rough-guide,Music and Art,Arts and Humanities
https://www.class-central.com/mooc/2835/coursera---philosophy-of-culture,Philosophy,Arts and Humanities
https://www.class-central.com/mooc/2840/coursera-economics-of-transition-and-emerging-markets,Economics,Social Sciences
https://www.class-central.com/mooc/2860/coursera-a-life-of-happiness-and-fulfillment,Psychology,Social Sciences
https://www.class-central.com/mooc/2872/coursera-an-introduction-to-american-law,Law,Social Sciences
https://www.class-central.com/mooc/2876/coursera-shakespeare-in-community,Music and Art,Arts and Humanities
https://www.class-central.com/mooc/2883/coursera-welcome-to-game-theory,Economics,Social Sciences
https://www.class-central.com/mooc/2899/coursera-statistical-reasoning-for-public-health-2-regression-methods,Probability and Statistics,Data Science
https://www.class-central.com/mooc/2900/coursera-psychological-first-aid,Psychology,Social Sciences
https://www.class-central.com/mooc/2914/edx-ec1101x-principles-of-economics-with-calculus,Business & Management,Business
https://www.class-central.com/mooc/2919/coursera-preparing-for-the-ap-calculus-ab-and-bc-exams-part-2-integral-calculus,Math and Logic,Math and Logic
https://www.class-central.com/mooc/2920/coursera-managing-the-company-of-the-future,Leadership and Management,Business
https://www.class-central.com/mooc/2921/coursera-model-thinking--,Economics,Social Sciences
https://www.class-central.com/mooc/2940/coursera-miracles-of-human-language-an-introduction-to-linguistics,Other Languages,Language Learning
https://www.class-central.com/mooc/2941/coursera--food-safety-toxicology,Nutrition,Life Sciences
https://www.class-central.com/mooc/2943/coursera-positive-psychology,Psychology,Social Sciences
https://www.class-central.com/mooc/2944/coursera-chemistry,Chemistry,Physical Science and Engineering
https://www.class-central.com/mooc/2984/coursera-rural-health-nursing,Medicine & Healthcare,Life Sciences
https://www.class-central.com/mooc/2987/coursera-introduction-to-classical-music,Music and Art,Arts and Humanities
https://www.class-central.com/mooc/3007/coursera-astronomy-exploring-time-and-space,Physics and Astronomy,Physical Science and Engineering
https://www.class-central.com/mooc/3016/coursera-metaliteracy-empowering-yourself-in-a-connected-world,Personal Development,Personal Development
https://www.class-central.com/mooc/306/coursera-human-computer-interaction,Design and Product,Computer Science
https://www.class-central.com/mooc/3076/coursera-programming-mobile-applications-for-android-handheld-systems-part-2,Mobile and Web Development,Computer Science
https://www.class-central.com/mooc/308/coursera-game-theory,Economics,Social Sciences
https://www.class-central.com/mooc/309/coursera-probabilistic-graphical-models-1-representation,Machine Learning,Data Science
https://www.class-central.com/mooc/3140/coursera-powerful-tools-for-teaching-and-learning-web-2-0-tools,Education,Social Sciences
https://www.class-central.com/mooc/3159/coursera-emotions-a-philosophical-introduction,Philosophy,Arts and Humanities
https://www.class-central.com/mooc/3196/coursera-an-introduction-to-interactive-programming-in-python-part-2,Software Development,Computer Science
https://www.class-central.com/mooc/3202/coursera-ebola-virus-disease-an-evolving-epidemic,Medicine & Healthcare,Life Sciences
https://www.class-central.com/mooc/3206/coursera-cybersecurity-and-its-ten-domains,Computer Security and Networks,Computer Science
https://www.class-central.com/mooc/3234/coursera-build-a-modern-computer-from-first-principles-from-nand-to-tetris-project-centered-course,Algorithms,Computer Science
https://www.class-central.com/mooc/3240/coursera-sagas-and-space-thinking-space-in-viking-age-and-medieval-scandinavia,History,Arts and Humanities
https://www.class-central.com/mooc/328/coursera-compilers,Computer Science,Computer Science
https://www.class-central.com/mooc/3280/coursera-public-private-partnerships-ppp-how-can-ppps-help-deliver-better-services,Business,Business
https://www.class-central.com/mooc/3289/coursera-finding-hidden-messages-in-dna-bioinformatics-i,Bioinformatics,Life Sciences
https://www.class-central.com/mooc/329/coursera-introduction-to-logic,Math and Logic,Math and Logic
https://www.class-central.com/mooc/3292/coursera-fundamentals-of-project-planning-and-management,Business Essentials,Business
https://www.class-central.com/mooc/331/coursera-calculus-single-variable,Math and Logic,Math and Logic
https://www.class-central.com/mooc/3325/coursera-understanding-the-uk-s-2015-general-election,History,Arts and Humanities
https://www.class-central.com/mooc/3348/edx-dev202-1x-building-cloud-apps-with-microsoft-azure-part-1,Computer Science,Computer Science
https://www.class-central.com/mooc/336/coursera-networked-life,Sociology,Social Sciences
https://www.class-central.com/mooc/3375/coursera-launching-new-ventures,Entrepreneurship,Business
https://www.class-central.com/mooc/339/coursera-algorithms-part-i,Algorithms,Computer Science
https://www.class-central.com/mooc/340/coursera-algorithms-part-ii,Algorithms,Computer Science
https://www.class-central.com/mooc/343/coursera-gamification,Design and Product,Computer Science
https://www.class-central.com/mooc/3448/coursera-women-in-leadership-inspiring-positive-change,Leadership and Management,Business
https://www.class-central.com/mooc/345/coursera-introduction-to-finance,Finance,Business
https://www.class-central.com/mooc/346/coursera-basic-behavioral-neurology,Biology,Life Sciences
https://www.class-central.com/mooc/3472/coursera-introduction-to-genomic-technologies,Data Analysis,Data Science
https://www.class-central.com/mooc/3477/coursera-magic-in-the-middle-ages,History,Arts and Humanities
https://www.class-central.com/mooc/351/coursera-a-history-of-the-world-since-1300,History,Arts and Humanities
https://www.class-central.com/mooc/352/coursera-fantasy-and-science-fiction-the-human-mind-our-modern-world,Music and Art,Arts and Humanities
https://www.class-central.com/mooc/353/coursera-greek-and-roman-mythology,Philosophy,Arts and Humanities
https://www.class-central.com/mooc/3536/edx-dev202-2x-building-cloud-apps-with-microsoft-azure-part-2,Computer Science,Computer Science
https://www.class-central.com/mooc/356/coursera-modern-contemporary-american-poetry-modpo,Music and Art,Arts and Humanities
https://www.class-central.com/mooc/370/coursera-introduction-to-mathematical-thinking,Math and Logic,Math and Logic
https://www.class-central.com/mooc/371/coursera-design-creation-of-artifacts-in-society,Entrepreneurship,Business
https://www.class-central.com/mooc/372/coursera-introduction-to-operations-management,Leadership and Management,Business
https://www.class-central.com/mooc/375/coursera-computer-science-101,Computer Science,Computer Science
https://www.class-central.com/mooc/380/coursera-introductory-human-physiology,Biology,Life Sciences
https://www.class-central.com/mooc/381/coursera-introduction-to-genetics-and-evolution,Biology,Life Sciences
https://www.class-central.com/mooc/382/coursera-introduction-to-astronomy,Physics and Astronomy,Physical Science and Engineering
https://www.class-central.com/mooc/383/coursera-think-again-how-to-reason-and-argue,Personal Development,Personal Development
https://www.class-central.com/mooc/389/coursera-clinical-problem-solving,Medicine & Healthcare,Life Sciences
https://www.class-central.com/mooc/391/coursera-nutrition-for-health-promotion-and-disease-prevention,Nutrition,Life Sciences
https://www.class-central.com/mooc/396/coursera-an-introduction-to-the-u-s-food-system-perspectives-from-public-health,Nutrition,Life Sciences
https://www.class-central.com/mooc/398/coursera-neural-networks-for-machine-learning,Machine Learning,Data Science
https://www.class-central.com/mooc/401/coursera-galaxies-and-cosmology,Physics and Astronomy,Physical Science and Engineering
https://www.class-central.com/mooc/404/coursera-control-of-mobile-robots,Mobile and Web Development,Computer Science
https://www.class-central.com/mooc/407/coursera-computational-photography,Music and Art,Arts and Humanities
https://www.class-central.com/mooc/413/coursera-nanotechnology-the-basics,Nanotechnology,Physical Science and Engineering
https://www.class-central.com/mooc/415/coursera-astrobiology-and-the-search-for-extraterrestrial-life,Physics and Astronomy,Physical Science and Engineering
https://www.class-central.com/mooc/418/coursera-introduction-to-philosophy,Philosophy,Arts and Humanities
https://www.class-central.com/mooc/419/coursera-equine-nutrition,Nutrition,Life Sciences
https://www.class-central.com/mooc/420/coursera-critical-thinking-in-global-challenges,Psychology,Social Sciences
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,Psychology,Social Sciences
https://www.class-central.com/mooc/426/coursera-algorithms-design-and-analysis-part-2,Algorithms,Computer Science
https://www.class-central.com/mooc/427/coursera-heterogeneous-parallel-programming,Software Development,Computer Science
https://www.class-central.com/mooc/429/coursera-creative-serious-and-playful-science-of-android-apps,Software Development,Computer Science
https://www.class-central.com/mooc/431/coursera-how-things-work-an-introduction-to-physics,Physics and Astronomy,Physical Science and Engineering
https://www.class-central.com/mooc/433/coursera-grow-to-greatness-smart-growth-for-private-businesses-part-i,Business Strategy,Business
https://www.class-central.com/mooc/434/coursera-introduction-to-sustainability,Environmental Science and Sustainability,Physical Science and Engineering
https://www.class-central.com/mooc/435/coursera-planet-earth-and-you,Environmental Science and Sustainability,Physical Science and Engineering
https://www.class-central.com/mooc/436/coursera-microeconomics-principles,Economics,Social Sciences
https://www.class-central.com/mooc/443/edx-agile-development-using-ruby-on-rails-basics,Computer Science,Computer Science
https://www.class-central.com/mooc/444/edx-6-002x-circuits-and-electronics,Electronics,Physical Science and Engineering
https://www.class-central.com/mooc/445/edx-cs188-1x-artificial-intelligence,Computer Science,Computer Science
https://www.class-central.com/mooc/451/coursera-introduction-to-data-science,Data Analysis,Data Science
https://www.class-central.com/mooc/452/coursera-programming-languages-part-a,Software Development,Computer Science
https://www.class-central.com/mooc/459/coursera-organizational-analysis,Leadership and Management,Business
https://www.class-central.com/mooc/463/coursera-grow-to-greatness-smart-growth-for-private-businesses-part-ii,Business Strategy,Business
https://www.class-central.com/mooc/484/coursera-fundamentals-of-personal-financial-planning,Finance,Business
https://www.class-central.com/mooc/486/coursera-epigenetic-control-of-gene-expression,Biology,Life Sciences
https://www.class-central.com/mooc/487/coursera-discrete-optimization,Algorithms,Computer Science
https://www.class-central.com/mooc/491/coursera-network-analysis-in-systems-biology,Bioinformatics,Life Sciences
https://www.class-central.com/mooc/495/coursera-climate-change,Environmental Science and Sustainability,Physical Science and Engineering
https://www.class-central.com/mooc/497/coursera-exercise-physiology-understanding-the-athlete-within,Medicine & Healthcare,Life Sciences
