id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
/u/89247,['Nutrition'],,,,,,,,,,,,,,,,,,,
/u/121236,"['Marketing', 'Business Strategy', 'Machine Learning']",['Music and Art'],['Personal Development'],['Nutrition'],,,,,,,,,,,,,,,,
/u/89177,['Nutrition'],,,,,,,,,,,,,,,,,,,
/u/137698,['Nutrition'],,,,,,,,,,,,,,,,,,,
/u/72366,['Nutrition'],,,,,,,,,,,,,,,,,,,
/u/104171,['Personal Development'],['Psychology'],['Nutrition'],,,,,,,,,,,,,,,,,
/u/72369,['Nutrition'],,,,,,,,,,,,,,,,,,,
/u/80017,['Education'],,,,,,,,,,,,,,,,,,,
/u/99199,"['Education', 'Psychology', 'Clinical Science']",,,,,,,,,,,,,,,,,,,
/u/75694,"['Education', 'Psychology', 'Business Essentials', 'Economics']",,,,,,,,,,,,,,,,,,,
/u/111870,"['Education', 'Personal Development', 'Design and Product']",,,,,,,,,,,,,,,,,,,
/u/82044,['Probability and Statistics'],"['Probability and Statistics', 'Data Analysis & Statistics']",,,,,,,,,,,,,,,,,,
/u/156861,['Probability and Statistics'],,,,,,,,,,,,,,,,,,,
/u/132276,"['Machine Learning', 'Personal Development']",,,,,,,,,,,,,,,,,,,
/u/93534,['Other Languages'],,,,,,,,,,,,,,,,,,,
/u/98090,['Other Languages'],,,,,,,,,,,,,,,,,,,
/u/102629,['Other Languages'],,,,,,,,,,,,,,,,,,,
/u/120645,['Software Development'],['Mobile and Web Development'],['Software Development'],['Machine Learning'],['Software Development'],['Algorithms'],['Bioinformatics'],['Finance'],['Leadership and Management'],,,,,,,,,,,
/u/131063,['Data Analysis'],,,,,,,,,,,,,,,,,,,
/u/78098,['Data Analysis'],,,,,,,,,,,,,,,,,,,
/u/137511,['Nutrition'],,,,,,,,,,,,,,,,,,,
/u/120389,['Nutrition'],,,,,,,,,,,,,,,,,,,
/u/161927,"['Nutrition', 'Nutrition']",,,,,,,,,,,,,,,,,,,
/u/96418,['Nutrition'],,,,,,,,,,,,,,,,,,,
/u/142405,"['Nutrition', 'Music and Art']",,,,,,,,,,,,,,,,,,,
/u/117754,"['Leadership and Management', 'Business Essentials', 'Psychology']","['Leadership and Management', 'Leadership and Management', 'Philosophy']",['Leadership and Management'],['Business Essentials'],,,,,,,,,,,,,,,,
/u/154032,"['Psychology', 'Animals and Veterinary Science', 'Animals and Veterinary Science']",['Personal Development'],['Physics and Astronomy'],,,,,,,,,,,,,,,,,
/u/167040,"['Leadership and Management', 'Personal Development']",,,,,,,,,,,,,,,,,,,
/u/76728,['Personal Development'],['Business Essentials'],,,,,,,,,,,,,,,,,,
/u/43904,['Data Analysis & Statistics'],['Probability and Statistics'],['Design and Product'],['Machine Learning'],['Data Analysis'],,,,,,,,,,,,,,,
/u/88429,['Personal Development'],['Data Analysis'],,,,,,,,,,,,,,,,,,
/u/103578,['Personal Development'],,,,,,,,,,,,,,,,,,,
/u/180255,"['Algorithms', 'Machine Learning', 'Machine Learning', 'Economics & Finance']",,,,,,,,,,,,,,,,,,,
/u/71785,"['Algorithms', 'Economics & Finance']",['Finance'],,,,,,,,,,,,,,,,,,
/u/25780,"['Algorithms', 'Data Analysis']",,,,,,,,,,,,,,,,,,,
/@greg,"['Data Analysis & Statistics', 'Engineering', 'Business & Management', 'Computer Science', 'Computer Science', 'Data Analysis & Statistics', 'Data Analysis & Statistics', 'Data Analysis & Statistics', 'Machine Learning']","['Data Analysis', 'Data Analysis & Statistics']",['Data Analysis'],['Data Analysis'],['Data Analysis'],['Leadership and Management'],['Data Analysis'],['Data Analysis'],['Business Essentials'],['Machine Learning'],['Computer Science'],"['Machine Learning', 'Data Analysis']",['Data Analysis'],['Machine Learning'],,,,,,
/u/109093,"['Math', 'Data Analysis & Statistics']","['Algorithms', 'Bioinformatics', 'Bioinformatics', 'Machine Learning', 'Computer Science', 'Computer Science', 'Data Analysis', 'Bioinformatics', 'Bioinformatics', 'Economics', 'Computer Science', 'Computer Science', 'Economics & Finance', 'Machine Learning', 'Algorithms']",,,,,,,,,,,,,,,,,,
/u/53012,"['Computer Science', 'Computer Science', 'Data Analysis & Statistics', 'Computer Science', 'Data Analysis & Statistics', 'Data Analysis & Statistics', 'Machine Learning']","['Algorithms', 'Math and Logic', 'Machine Learning', 'Computer Science', 'Psychology', 'Data Analysis & Statistics']",['Software Development'],,,,,,,,,,,,,,,,,
/u/45161,"['Machine Learning', 'Physics and Astronomy']",['Biology'],['Software Development'],['Learning English'],"['Mobile and Web Development', 'Data Analysis', 'Data Analysis']",['Software Development'],"['Electrical Engineering', 'Design and Product', 'Data Analysis', 'Design and Product']",,,,,,,,,,,,,
/u/156113,"['Music and Art', 'Music and Art', 'Music and Art']",,,,,,,,,,,,,,,,,,,
