"","V1","V2","V3"
"result.40","Math and Logic","Arts and Humanities","Computer Science"
"result.41","Math and Logic","Arts and Humanities","Physical Science and Engineering"
"result.42","Math and Logic","Arts and Humanities","Life Sciences"
"result.43","Math and Logic","Data Science","Math and Logic"
"result.44","Math and Logic","Data Science","Math and Logic"
"result.45","Math and Logic","Data Science","Social Sciences"
"result.46","Math and Logic","Data Science","Data Science"
"result.47","Math and Logic","Data Science","Data Science"
"result.48","Math and Logic","Data Science","Computer Science"
"result.49","Math and Logic","Data Science","Life Sciences"
"result.50","Math and Logic","Data Science","Computer Science"
"result.51","Math and Logic","Data Science","Physical Science and Engineering"
"result.52","Math and Logic","Data Science","Life Sciences"
"result.53","Math and Logic","Math and Logic","Math and Logic"
"result.54","Math and Logic","Math and Logic","Social Sciences"
"result.55","Math and Logic","Math and Logic","Data Science"
"result.56","Math and Logic","Math and Logic","Data Science"
"result.57","Math and Logic","Math and Logic","Computer Science"
"result.58","Math and Logic","Math and Logic","Life Sciences"
"result.59","Math and Logic","Math and Logic","Computer Science"
"result.60","Math and Logic","Math and Logic","Physical Science and Engineering"
"result.61","Math and Logic","Math and Logic","Life Sciences"
"result.62","Math and Logic","Math and Logic","Social Sciences"
"result.63","Math and Logic","Math and Logic","Data Science"
"result.64","Math and Logic","Math and Logic","Data Science"
"result.65","Math and Logic","Math and Logic","Computer Science"
"result.66","Math and Logic","Math and Logic","Life Sciences"
"result.67","Math and Logic","Math and Logic","Computer Science"
"result.68","Math and Logic","Math and Logic","Physical Science and Engineering"
"result.69","Math and Logic","Math and Logic","Life Sciences"
"result.70","Math and Logic","Business","Data Science"
"result.71","Math and Logic","Business","Business"
"result.72","Math and Logic","Data Science","Business"
"result.73","Math and Logic","Arts and Humanities","Computer Science"
"result.74","Math and Logic","Arts and Humanities","Physical Science and Engineering"
"result.75","Math and Logic","Arts and Humanities","Life Sciences"
"result.76","Math and Logic","Social Sciences","Data Science"
"result.77","Math and Logic","Social Sciences","Data Science"
"result.78","Math and Logic","Social Sciences","Computer Science"
"result.79","Math and Logic","Social Sciences","Life Sciences"
"result.80","Math and Logic","Social Sciences","Computer Science"
"result.81","Math and Logic","Social Sciences","Physical Science and Engineering"
"result.82","Math and Logic","Social Sciences","Life Sciences"
"result.83","Math and Logic","Data Science","Data Science"
"result.84","Math and Logic","Data Science","Computer Science"
"result.85","Math and Logic","Data Science","Life Sciences"
"result.86","Math and Logic","Data Science","Computer Science"
"result.87","Math and Logic","Data Science","Physical Science and Engineering"
"result.88","Math and Logic","Data Science","Life Sciences"
"result.89","Math and Logic","Data Science","Computer Science"
"result.90","Math and Logic","Data Science","Life Sciences"
"result.91","Math and Logic","Data Science","Computer Science"
"result.92","Math and Logic","Data Science","Physical Science and Engineering"
"result.93","Math and Logic","Data Science","Life Sciences"
"result.94","Math and Logic","Computer Science","Life Sciences"
"result.95","Math and Logic","Computer Science","Computer Science"
"result.96","Math and Logic","Computer Science","Physical Science and Engineering"
"result.97","Math and Logic","Computer Science","Life Sciences"
"result.98","Math and Logic","Life Sciences","Computer Science"
"result.99","Math and Logic","Life Sciences","Physical Science and Engineering"
"result.100","Math and Logic","Life Sciences","Life Sciences"
"result.101","Math and Logic","Computer Science","Physical Science and Engineering"
"result.102","Math and Logic","Computer Science","Life Sciences"
"result.103","Math and Logic","Physical Science and Engineering","Life Sciences"
"result.104","Computer Science","Arts and Humanities","Data Science"
"result.105","Computer Science","Arts and Humanities","Math and Logic"
"result.106","Computer Science","Arts and Humanities","Math and Logic"
"result.107","Computer Science","Arts and Humanities","Social Sciences"
"result.108","Computer Science","Arts and Humanities","Data Science"
"result.109","Computer Science","Arts and Humanities","Data Science"
"result.110","Computer Science","Arts and Humanities","Computer Science"
"result.111","Computer Science","Arts and Humanities","Life Sciences"
"result.112","Computer Science","Arts and Humanities","Computer Science"
"result.113","Computer Science","Arts and Humanities","Physical Science and Engineering"
"result.114","Computer Science","Arts and Humanities","Life Sciences"
"result.115","Computer Science","Data Science","Math and Logic"
"result.116","Computer Science","Data Science","Math and Logic"
"result.117","Computer Science","Data Science","Social Sciences"
"result.118","Computer Science","Data Science","Data Science"
"result.119","Computer Science","Data Science","Data Science"
"result.120","Computer Science","Data Science","Computer Science"
"result.121","Computer Science","Data Science","Life Sciences"
"result.122","Computer Science","Data Science","Computer Science"
"result.123","Computer Science","Data Science","Physical Science and Engineering"
"result.124","Computer Science","Data Science","Life Sciences"
"result.125","Computer Science","Math and Logic","Math and Logic"
"result.126","Computer Science","Math and Logic","Social Sciences"
"result.127","Computer Science","Math and Logic","Data Science"
"result.128","Computer Science","Math and Logic","Data Science"
"result.129","Computer Science","Math and Logic","Computer Science"
"result.130","Computer Science","Math and Logic","Life Sciences"
"result.131","Computer Science","Math and Logic","Computer Science"
"result.132","Computer Science","Math and Logic","Physical Science and Engineering"
"result.133","Computer Science","Math and Logic","Life Sciences"
"result.134","Computer Science","Math and Logic","Social Sciences"
"result.135","Computer Science","Math and Logic","Data Science"
"result.136","Computer Science","Math and Logic","Data Science"
"result.137","Computer Science","Math and Logic","Computer Science"
"result.138","Computer Science","Math and Logic","Life Sciences"
"result.139","Computer Science","Math and Logic","Computer Science"
"result.140","Computer Science","Math and Logic","Physical Science and Engineering"
"result.141","Computer Science","Math and Logic","Life Sciences"
"result.142","Computer Science","Computer Science","Data Science"
"result.143","Computer Science","Social Sciences","Data Science"
"result.144","Computer Science","Social Sciences","Data Science"
"result.145","Computer Science","Social Sciences","Computer Science"
"result.146","Computer Science","Social Sciences","Life Sciences"
"result.147","Computer Science","Social Sciences","Computer Science"
"result.148","Computer Science","Social Sciences","Physical Science and Engineering"
"result.149","Computer Science","Social Sciences","Life Sciences"
"result.150","Computer Science","Data Science","Data Science"
"result.151","Computer Science","Data Science","Computer Science"
"result.152","Computer Science","Data Science","Life Sciences"
"result.153","Computer Science","Data Science","Computer Science"
"result.154","Computer Science","Data Science","Physical Science and Engineering"
"result.155","Computer Science","Data Science","Life Sciences"
"result.156","Computer Science","Data Science","Computer Science"
"result.157","Computer Science","Data Science","Life Sciences"
"result.158","Computer Science","Data Science","Computer Science"
"result.159","Computer Science","Data Science","Physical Science and Engineering"
"result.160","Computer Science","Data Science","Life Sciences"
"result.161","Computer Science","Computer Science","Life Sciences"
"result.162","Computer Science","Computer Science","Computer Science"
"result.163","Computer Science","Computer Science","Physical Science and Engineering"
"result.164","Computer Science","Computer Science","Life Sciences"
"result.165","Computer Science","Life Sciences","Computer Science"
"result.166","Computer Science","Life Sciences","Physical Science and Engineering"
"result.167","Computer Science","Life Sciences","Life Sciences"
"result.168","Computer Science","Computer Science","Physical Science and Engineering"
"result.169","Computer Science","Computer Science","Life Sciences"
"result.170","Computer Science","Physical Science and Engineering","Life Sciences"
"result.171","Computer Science","Arts and Humanities","Computer Science"
"result.172","Computer Science","Physical Science and Engineering","Computer Science"
"result.173","Computer Science","Physical Science and Engineering","Computer Science"
"result.174","Computer Science","Physical Science and Engineering","Business"
"result.175","Computer Science","Computer Science","Computer Science"
"result.176","Computer Science","Computer Science","Business"
"result.177","Computer Science","Computer Science","Business"
"result.178","Arts and Humanities","Data Science","Math and Logic"
"result.179","Arts and Humanities","Data Science","Math and Logic"
"result.180","Arts and Humanities","Data Science","Social Sciences"
"result.181","Arts and Humanities","Data Science","Data Science"
"result.182","Arts and Humanities","Data Science","Data Science"
"result.183","Arts and Humanities","Data Science","Computer Science"
"result.184","Arts and Humanities","Data Science","Life Sciences"
"result.185","Arts and Humanities","Data Science","Computer Science"
"result.186","Arts and Humanities","Data Science","Physical Science and Engineering"
"result.187","Arts and Humanities","Data Science","Life Sciences"
"result.188","Arts and Humanities","Math and Logic","Math and Logic"
"result.189","Arts and Humanities","Math and Logic","Social Sciences"
"result.190","Arts and Humanities","Math and Logic","Data Science"
"result.191","Arts and Humanities","Math and Logic","Data Science"
"result.192","Arts and Humanities","Math and Logic","Computer Science"
"result.193","Arts and Humanities","Math and Logic","Life Sciences"
"result.194","Arts and Humanities","Math and Logic","Computer Science"
"result.195","Arts and Humanities","Math and Logic","Physical Science and Engineering"
"result.196","Arts and Humanities","Math and Logic","Life Sciences"
"result.197","Arts and Humanities","Math and Logic","Social Sciences"
"result.198","Arts and Humanities","Math and Logic","Data Science"
"result.199","Arts and Humanities","Math and Logic","Data Science"
"result.200","Arts and Humanities","Math and Logic","Computer Science"
"result.201","Arts and Humanities","Math and Logic","Life Sciences"
"result.202","Arts and Humanities","Math and Logic","Computer Science"
"result.203","Arts and Humanities","Math and Logic","Physical Science and Engineering"
"result.204","Arts and Humanities","Math and Logic","Life Sciences"
"result.205","Arts and Humanities","Social Sciences","Data Science"
"result.206","Arts and Humanities","Social Sciences","Data Science"
"result.207","Arts and Humanities","Social Sciences","Computer Science"
"result.208","Arts and Humanities","Social Sciences","Life Sciences"
"result.209","Arts and Humanities","Social Sciences","Computer Science"
"result.210","Arts and Humanities","Social Sciences","Physical Science and Engineering"
"result.211","Arts and Humanities","Social Sciences","Life Sciences"
"result.212","Arts and Humanities","Data Science","Data Science"
"result.213","Arts and Humanities","Data Science","Computer Science"
"result.214","Arts and Humanities","Data Science","Life Sciences"
"result.215","Arts and Humanities","Data Science","Computer Science"
"result.216","Arts and Humanities","Data Science","Physical Science and Engineering"
"result.217","Arts and Humanities","Data Science","Life Sciences"
"result.218","Arts and Humanities","Data Science","Computer Science"
"result.219","Arts and Humanities","Data Science","Life Sciences"
"result.220","Arts and Humanities","Data Science","Computer Science"
"result.221","Arts and Humanities","Data Science","Physical Science and Engineering"
"result.222","Arts and Humanities","Data Science","Life Sciences"
"result.223","Arts and Humanities","Computer Science","Life Sciences"
"result.224","Arts and Humanities","Computer Science","Computer Science"
"result.225","Arts and Humanities","Computer Science","Physical Science and Engineering"
"result.226","Arts and Humanities","Computer Science","Life Sciences"
"result.227","Arts and Humanities","Life Sciences","Computer Science"
"result.228","Arts and Humanities","Life Sciences","Physical Science and Engineering"
"result.229","Arts and Humanities","Life Sciences","Life Sciences"
"result.230","Arts and Humanities","Computer Science","Physical Science and Engineering"
"result.231","Arts and Humanities","Computer Science","Life Sciences"
"result.232","Arts and Humanities","Physical Science and Engineering","Life Sciences"
"result.233","Arts and Humanities","Data Science","Life Sciences"
"result.234","Arts and Humanities","Math and Logic","Math and Logic"
"result.235","Arts and Humanities","Math and Logic","Math and Logic"
"result.236","Arts and Humanities","Math and Logic","Social Sciences"
"result.237","Arts and Humanities","Math and Logic","Computer Science"
"result.238","Arts and Humanities","Math and Logic","Social Sciences"
"result.239","Arts and Humanities","Math and Logic","Computer Science"
"result.240","Arts and Humanities","Math and Logic","Social Sciences"
"result.241","Arts and Humanities","Math and Logic","Social Sciences"
"result.242","Arts and Humanities","Math and Logic","Life Sciences"
"result.243","Arts and Humanities","Math and Logic","Arts and Humanities"
"result.244","Arts and Humanities","Math and Logic","Life Sciences"
"result.245","Arts and Humanities","Math and Logic","Social Sciences"
"result.246","Arts and Humanities","Math and Logic","Life Sciences"
"result.247","Arts and Humanities","Math and Logic","Life Sciences"
"result.248","Arts and Humanities","Math and Logic","Computer Science"
"result.249","Arts and Humanities","Math and Logic","Social Sciences"
"result.250","Arts and Humanities","Math and Logic","Math and Logic"
"result.251","Arts and Humanities","Math and Logic","Business"
"result.252","Arts and Humanities","Math and Logic","Social Sciences"
"result.253","Arts and Humanities","Math and Logic","Social Sciences"
"result.254","Arts and Humanities","Social Sciences","Life Sciences"
"result.255","Arts and Humanities","Social Sciences","Computer Science"
"result.256","Arts and Humanities","Social Sciences","Life Sciences"
"result.257","Arts and Humanities","Life Sciences","Arts and Humanities"
"result.258","Arts and Humanities","Life Sciences","Life Sciences"
"result.259","Arts and Humanities","Life Sciences","Social Sciences"
"result.260","Arts and Humanities","Life Sciences","Life Sciences"
"result.261","Arts and Humanities","Life Sciences","Life Sciences"
"result.262","Arts and Humanities","Life Sciences","Social Sciences"
"result.263","Arts and Humanities","Life Sciences","Math and Logic"
"result.264","Arts and Humanities","Life Sciences","Life Sciences"
"result.265","Arts and Humanities","Life Sciences","Business"
"result.266","Arts and Humanities","Life Sciences","Social Sciences"
"result.267","Arts and Humanities","Arts and Humanities","Life Sciences"
"result.268","Arts and Humanities","Arts and Humanities","Social Sciences"
"result.269","Arts and Humanities","Arts and Humanities","Life Sciences"
"result.270","Arts and Humanities","Arts and Humanities","Math and Logic"
"result.271","Arts and Humanities","Arts and Humanities","Life Sciences"
"result.272","Arts and Humanities","Arts and Humanities","Business"
"result.273","Arts and Humanities","Arts and Humanities","Social Sciences"
"result.274","Arts and Humanities","Life Sciences","Social Sciences"
"result.275","Arts and Humanities","Life Sciences","Life Sciences"
"result.276","Arts and Humanities","Life Sciences","Math and Logic"
"result.277","Arts and Humanities","Life Sciences","Business"
"result.278","Arts and Humanities","Life Sciences","Social Sciences"
"result.279","Arts and Humanities","Life Sciences","Social Sciences"
"result.280","Arts and Humanities","Social Sciences","Life Sciences"
"result.281","Arts and Humanities","Social Sciences","Math and Logic"
"result.282","Arts and Humanities","Social Sciences","Business"
"result.283","Arts and Humanities","Social Sciences","Social Sciences"
"result.284","Arts and Humanities","Life Sciences","Life Sciences"
"result.285","Arts and Humanities","Life Sciences","Social Sciences"
"result.286","Arts and Humanities","Life Sciences","Life Sciences"
"result.287","Arts and Humanities","Life Sciences","Life Sciences"
"result.288","Arts and Humanities","Life Sciences","Social Sciences"
"result.289","Arts and Humanities","Life Sciences","Life Sciences"
"result.290","Arts and Humanities","Life Sciences","Business"
"result.291","Arts and Humanities","Life Sciences","Life Sciences"
"result.292","Arts and Humanities","Life Sciences","Math and Logic"
"result.293","Arts and Humanities","Life Sciences","Life Sciences"
"result.294","Arts and Humanities","Life Sciences","Business"
"result.295","Arts and Humanities","Life Sciences","Social Sciences"
"result.296","Arts and Humanities","Computer Science","Social Sciences"
"result.297","Arts and Humanities","Social Sciences","Life Sciences"
"result.298","Arts and Humanities","Social Sciences","Business"
"result.299","Arts and Humanities","Social Sciences","Life Sciences"
"result.300","Arts and Humanities","Math and Logic","Life Sciences"
"result.301","Arts and Humanities","Math and Logic","Business"
"result.302","Arts and Humanities","Math and Logic","Social Sciences"
"result.303","Arts and Humanities","Life Sciences","Social Sciences"
"result.304","Arts and Humanities","Life Sciences","Life Sciences"
"result.305","Arts and Humanities","Business","Social Sciences"
"result.306","Business","Computer Science","Computer Science"
"result.307","Business","Computer Science","Arts and Humanities"
"result.308","Business","Computer Science","Social Sciences"
"result.309","Business","Computer Science","Arts and Humanities"
"result.310","Business","Computer Science","Social Sciences"
"result.311","Business","Arts and Humanities","Social Sciences"
"result.312","Arts and Humanities","Physical Science and Engineering","Social Sciences"
"result.313","Arts and Humanities","Physical Science and Engineering","Data Science"
"result.314","Arts and Humanities","Social Sciences","Data Science"
"result.315","Data Science","Math and Logic","Math and Logic"
"result.316","Data Science","Math and Logic","Social Sciences"
"result.317","Data Science","Math and Logic","Data Science"
"result.318","Data Science","Math and Logic","Data Science"
"result.319","Data Science","Math and Logic","Computer Science"
"result.320","Data Science","Math and Logic","Life Sciences"
"result.321","Data Science","Math and Logic","Computer Science"
"result.322","Data Science","Math and Logic","Physical Science and Engineering"
"result.323","Data Science","Math and Logic","Life Sciences"
"result.324","Data Science","Math and Logic","Social Sciences"
"result.325","Data Science","Math and Logic","Data Science"
"result.326","Data Science","Math and Logic","Data Science"
"result.327","Data Science","Math and Logic","Computer Science"
"result.328","Data Science","Math and Logic","Life Sciences"
"result.329","Data Science","Math and Logic","Computer Science"
"result.330","Data Science","Math and Logic","Physical Science and Engineering"
"result.331","Data Science","Math and Logic","Life Sciences"
"result.332","Data Science","Social Sciences","Data Science"
"result.333","Data Science","Social Sciences","Data Science"
"result.334","Data Science","Social Sciences","Computer Science"
"result.335","Data Science","Social Sciences","Life Sciences"
"result.336","Data Science","Social Sciences","Computer Science"
"result.337","Data Science","Social Sciences","Physical Science and Engineering"
"result.338","Data Science","Social Sciences","Life Sciences"
"result.339","Data Science","Data Science","Data Science"
"result.340","Data Science","Data Science","Computer Science"
"result.341","Data Science","Data Science","Life Sciences"
"result.342","Data Science","Data Science","Computer Science"
"result.343","Data Science","Data Science","Physical Science and Engineering"
"result.344","Data Science","Data Science","Life Sciences"
"result.345","Data Science","Data Science","Computer Science"
"result.346","Data Science","Data Science","Life Sciences"
"result.347","Data Science","Data Science","Computer Science"
"result.348","Data Science","Data Science","Physical Science and Engineering"
"result.349","Data Science","Data Science","Life Sciences"
"result.350","Data Science","Computer Science","Life Sciences"
"result.351","Data Science","Computer Science","Computer Science"
"result.352","Data Science","Computer Science","Physical Science and Engineering"
"result.353","Data Science","Computer Science","Life Sciences"
"result.354","Data Science","Life Sciences","Computer Science"
"result.355","Data Science","Life Sciences","Physical Science and Engineering"
"result.356","Data Science","Life Sciences","Life Sciences"
"result.357","Data Science","Computer Science","Physical Science and Engineering"
"result.358","Data Science","Computer Science","Life Sciences"
"result.359","Data Science","Physical Science and Engineering","Life Sciences"
"result.360","Math and Logic","Math and Logic","Social Sciences"
"result.361","Math and Logic","Math and Logic","Data Science"
"result.362","Math and Logic","Math and Logic","Data Science"
"result.363","Math and Logic","Math and Logic","Computer Science"
"result.364","Math and Logic","Math and Logic","Life Sciences"
"result.365","Math and Logic","Math and Logic","Computer Science"
"result.366","Math and Logic","Math and Logic","Physical Science and Engineering"
"result.367","Math and Logic","Math and Logic","Life Sciences"
"result.368","Math and Logic","Math and Logic","Social Sciences"
"result.369","Math and Logic","Math and Logic","Data Science"
"result.370","Math and Logic","Math and Logic","Data Science"
"result.371","Math and Logic","Math and Logic","Computer Science"
"result.372","Math and Logic","Math and Logic","Life Sciences"
"result.373","Math and Logic","Math and Logic","Physical Science and Engineering"
"result.374","Math and Logic","Math and Logic","Life Sciences"
"result.375","Math and Logic","Social Sciences","Data Science"
"result.376","Math and Logic","Social Sciences","Data Science"
"result.377","Math and Logic","Social Sciences","Computer Science"
"result.378","Math and Logic","Social Sciences","Life Sciences"
"result.379","Math and Logic","Social Sciences","Computer Science"
"result.380","Math and Logic","Social Sciences","Physical Science and Engineering"
"result.381","Math and Logic","Social Sciences","Life Sciences"
"result.382","Math and Logic","Data Science","Data Science"
"result.383","Math and Logic","Data Science","Computer Science"
"result.384","Math and Logic","Data Science","Life Sciences"
"result.385","Math and Logic","Data Science","Computer Science"
"result.386","Math and Logic","Data Science","Physical Science and Engineering"
"result.387","Math and Logic","Data Science","Life Sciences"
"result.388","Math and Logic","Data Science","Computer Science"
"result.389","Math and Logic","Data Science","Life Sciences"
"result.390","Math and Logic","Data Science","Computer Science"
"result.391","Math and Logic","Data Science","Physical Science and Engineering"
"result.392","Math and Logic","Data Science","Life Sciences"
"result.393","Math and Logic","Computer Science","Life Sciences"
"result.394","Math and Logic","Computer Science","Computer Science"
"result.395","Math and Logic","Computer Science","Physical Science and Engineering"
"result.396","Math and Logic","Computer Science","Life Sciences"
"result.397","Math and Logic","Life Sciences","Computer Science"
"result.398","Math and Logic","Life Sciences","Physical Science and Engineering"
"result.399","Math and Logic","Life Sciences","Life Sciences"
"result.400","Math and Logic","Computer Science","Physical Science and Engineering"
"result.401","Math and Logic","Computer Science","Life Sciences"
"result.402","Math and Logic","Physical Science and Engineering","Life Sciences"
"result.403","Math and Logic","Social Sciences","Data Science"
"result.404","Math and Logic","Social Sciences","Data Science"
"result.405","Math and Logic","Social Sciences","Computer Science"
"result.406","Math and Logic","Social Sciences","Life Sciences"
"result.407","Math and Logic","Social Sciences","Computer Science"
"result.408","Math and Logic","Social Sciences","Physical Science and Engineering"
"result.409","Math and Logic","Social Sciences","Life Sciences"
"result.410","Math and Logic","Data Science","Data Science"
"result.411","Math and Logic","Data Science","Computer Science"
"result.412","Math and Logic","Data Science","Life Sciences"
"result.413","Math and Logic","Data Science","Computer Science"
"result.414","Math and Logic","Data Science","Physical Science and Engineering"
"result.415","Math and Logic","Data Science","Life Sciences"
"result.416","Math and Logic","Data Science","Computer Science"
"result.417","Math and Logic","Data Science","Life Sciences"
"result.418","Math and Logic","Data Science","Computer Science"
"result.419","Math and Logic","Data Science","Physical Science and Engineering"
"result.420","Math and Logic","Data Science","Life Sciences"
"result.421","Math and Logic","Computer Science","Life Sciences"
"result.422","Math and Logic","Computer Science","Computer Science"
"result.423","Math and Logic","Computer Science","Social Sciences"
"result.424","Math and Logic","Computer Science","Physical Science and Engineering"
"result.425","Math and Logic","Computer Science","Life Sciences"
"result.426","Math and Logic","Life Sciences","Computer Science"
"result.427","Math and Logic","Life Sciences","Physical Science and Engineering"
"result.428","Math and Logic","Life Sciences","Life Sciences"
"result.429","Math and Logic","Computer Science","Physical Science and Engineering"
"result.430","Math and Logic","Computer Science","Life Sciences"
"result.431","Math and Logic","Physical Science and Engineering","Life Sciences"
"result.432","Business","Computer Science","Math and Logic"
"result.433","Business","Computer Science","Data Science"
"result.434","Business","Computer Science","Arts and Humanities"
"result.435","Business","Computer Science","Life Sciences"
"result.436","Business","Computer Science","Business"
"result.437","Business","Math and Logic","Data Science"
"result.438","Business","Math and Logic","Arts and Humanities"
"result.439","Business","Math and Logic","Physical Science and Engineering"
"result.440","Business","Math and Logic","Life Sciences"
"result.441","Business","Math and Logic","Arts and Humanities"
"result.442","Business","Math and Logic","Data Science"
"result.443","Business","Math and Logic","Arts and Humanities"
"result.444","Business","Math and Logic","Physical Science and Engineering"
"result.445","Business","Math and Logic","Business"
"result.446","Business","Math and Logic","Business"
"result.447","Business","Math and Logic","Business"
"result.448","Business","Math and Logic","Life Sciences"
"result.449","Business","Math and Logic","Physical Science and Engineering"
"result.450","Business","Data Science","Arts and Humanities"
"result.451","Business","Data Science","Life Sciences"
"result.452","Business","Data Science","Arts and Humanities"
"result.453","Business","Data Science","Business"
"result.454","Business","Arts and Humanities","Life Sciences"
"result.455","Business","Arts and Humanities","Arts and Humanities"
"result.456","Business","Arts and Humanities","Arts and Humanities"
"result.457","Business","Arts and Humanities","Business"
"result.458","Business","Arts and Humanities","Business"
"result.459","Business","Physical Science and Engineering","Arts and Humanities"
"result.460","Business","Physical Science and Engineering","Data Science"
"result.461","Business","Physical Science and Engineering","Arts and Humanities"
"result.462","Business","Physical Science and Engineering","Business"
"result.463","Business","Physical Science and Engineering","Business"
"result.464","Business","Physical Science and Engineering","Social Sciences"
"result.465","Business","Physical Science and Engineering","Data Science"
"result.466","Business","Physical Science and Engineering","Life Sciences"
"result.467","Business","Physical Science and Engineering","Physical Science and Engineering"
"result.468","Business","Life Sciences","Business"
"result.469","Business","Life Sciences","Business"
"result.470","Business","Life Sciences","Life Sciences"
"result.471","Business","Arts and Humanities","Data Science"
"result.472","Business","Arts and Humanities","Arts and Humanities"
"result.473","Business","Arts and Humanities","Arts and Humanities"
"result.474","Business","Arts and Humanities","Physical Science and Engineering"
"result.475","Business","Arts and Humanities","Social Sciences"
"result.476","Business","Arts and Humanities","Data Science"
"result.477","Business","Data Science","Business"
"result.478","Business","Arts and Humanities","Physical Science and Engineering"
"result.479","Business","Arts and Humanities","Computer Science"
"result.480","Business","Arts and Humanities","Life Sciences"
"result.481","Business","Arts and Humanities","Social Sciences"
"result.482","Business","Arts and Humanities","Data Science"
"result.483","Business","Physical Science and Engineering","Business"
"result.484","Business","Physical Science and Engineering","Physical Science and Engineering"
"result.485","Business","Physical Science and Engineering","Physical Science and Engineering"
"result.486","Business","Business","Business"
"result.487","Business","Business","Physical Science and Engineering"
"result.488","Business","Business","Life Sciences"
"result.489","Business","Business","Physical Science and Engineering"
"result.490","Business","Business","Computer Science"
"result.491","Business","Business","Life Sciences"
"result.492","Business","Business","Physical Science and Engineering"
"result.493","Business","Physical Science and Engineering","Physical Science and Engineering"
"result.494","Business","Computer Science","Life Sciences"
"result.495","Business","Social Sciences","Data Science"
"result.496","Business","Life Sciences","Physical Science and Engineering"
"result.497","Business","Data Science","Business"
"result.498","Math and Logic","Math and Logic","Physical Science and Engineering"
"result.499","Arts and Humanities","Physical Science and Engineering","Computer Science"
"result.500","Arts and Humanities","Physical Science and Engineering","Life Sciences"
"result.501","Arts and Humanities","Physical Science and Engineering","Physical Science and Engineering"
"result.502","Arts and Humanities","Arts and Humanities","Computer Science"
"result.503","Arts and Humanities","Arts and Humanities","Life Sciences"
"result.504","Arts and Humanities","Arts and Humanities","Math and Logic"
"result.505","Arts and Humanities","Arts and Humanities","Physical Science and Engineering"
"result.506","Arts and Humanities","Arts and Humanities","Life Sciences"
"result.507","Arts and Humanities","Computer Science","Life Sciences"
"result.508","Arts and Humanities","Computer Science","Physical Science and Engineering"
"result.509","Arts and Humanities","Life Sciences","Physical Science and Engineering"
"result.510","Arts and Humanities","Math and Logic","Life Sciences"
"result.511","Arts and Humanities","Physical Science and Engineering","Life Sciences"
"result.512","Data Science","Math and Logic","Math and Logic"
"result.513","Data Science","Math and Logic","Physical Science and Engineering"
"result.514","Data Science","Math and Logic","Data Science"
"result.515","Data Science","Math and Logic","Social Sciences"
"result.516","Data Science","Math and Logic","Computer Science"
"result.517","Data Science","Math and Logic","Physical Science and Engineering"
"result.518","Data Science","Math and Logic","Data Science"
"result.519","Data Science","Math and Logic","Social Sciences"
"result.520","Data Science","Math and Logic","Computer Science"
"result.521","Data Science","Physical Science and Engineering","Data Science"
"result.522","Data Science","Physical Science and Engineering","Social Sciences"
"result.523","Data Science","Physical Science and Engineering","Computer Science"
"result.524","Data Science","Data Science","Social Sciences"
"result.525","Data Science","Data Science","Computer Science"
"result.526","Data Science","Social Sciences","Computer Science"
"result.527","Physical Science and Engineering","Computer Science","Life Sciences"
"result.528","Physical Science and Engineering","Computer Science","Physical Science and Engineering"
