"","V1","V2","V3","V4"
"result.58","Social Sciences","Arts and Humanities","Life Sciences","Social Sciences"
"result.59","Social Sciences","Arts and Humanities","Life Sciences","Business"
"result.60","Social Sciences","Arts and Humanities","Life Sciences","Data Science"
"result.61","Social Sciences","Arts and Humanities","Life Sciences","Business"
"result.62","Social Sciences","Arts and Humanities","Life Sciences","Math and Logic"
"result.63","Social Sciences","Arts and Humanities","Life Sciences","Physical Science and Engineering"
"result.64","Social Sciences","Arts and Humanities","Life Sciences","Computer Science"
"result.65","Social Sciences","Arts and Humanities","Arts and Humanities","Data Science"
"result.66","Social Sciences","Arts and Humanities","Arts and Humanities","Social Sciences"
"result.67","Social Sciences","Arts and Humanities","Arts and Humanities","Business"
"result.68","Social Sciences","Arts and Humanities","Arts and Humanities","Data Science"
"result.69","Social Sciences","Arts and Humanities","Arts and Humanities","Business"
"result.70","Social Sciences","Arts and Humanities","Arts and Humanities","Math and Logic"
"result.71","Social Sciences","Arts and Humanities","Arts and Humanities","Physical Science and Engineering"
"result.72","Social Sciences","Arts and Humanities","Arts and Humanities","Computer Science"
"result.73","Social Sciences","Arts and Humanities","Data Science","Social Sciences"
"result.74","Social Sciences","Arts and Humanities","Data Science","Business"
"result.75","Social Sciences","Arts and Humanities","Data Science","Data Science"
"result.76","Social Sciences","Arts and Humanities","Data Science","Business"
"result.77","Social Sciences","Arts and Humanities","Data Science","Math and Logic"
"result.78","Social Sciences","Arts and Humanities","Data Science","Physical Science and Engineering"
"result.79","Social Sciences","Arts and Humanities","Data Science","Computer Science"
"result.80","Social Sciences","Arts and Humanities","Social Sciences","Business"
"result.81","Social Sciences","Arts and Humanities","Social Sciences","Data Science"
"result.82","Social Sciences","Arts and Humanities","Social Sciences","Business"
"result.83","Social Sciences","Arts and Humanities","Social Sciences","Math and Logic"
"result.84","Social Sciences","Arts and Humanities","Social Sciences","Physical Science and Engineering"
"result.85","Social Sciences","Arts and Humanities","Social Sciences","Computer Science"
"result.86","Social Sciences","Arts and Humanities","Business","Data Science"
"result.87","Social Sciences","Arts and Humanities","Business","Business"
"result.88","Social Sciences","Arts and Humanities","Business","Math and Logic"
"result.89","Social Sciences","Arts and Humanities","Business","Physical Science and Engineering"
"result.90","Social Sciences","Arts and Humanities","Business","Computer Science"
"result.91","Social Sciences","Arts and Humanities","Data Science","Business"
"result.92","Social Sciences","Arts and Humanities","Data Science","Math and Logic"
"result.93","Social Sciences","Arts and Humanities","Data Science","Physical Science and Engineering"
"result.94","Social Sciences","Arts and Humanities","Data Science","Computer Science"
"result.95","Social Sciences","Arts and Humanities","Business","Math and Logic"
"result.96","Social Sciences","Arts and Humanities","Business","Physical Science and Engineering"
"result.97","Social Sciences","Arts and Humanities","Business","Computer Science"
"result.98","Social Sciences","Arts and Humanities","Math and Logic","Physical Science and Engineering"
"result.99","Social Sciences","Arts and Humanities","Math and Logic","Computer Science"
"result.100","Social Sciences","Arts and Humanities","Physical Science and Engineering","Computer Science"
"result.101","Social Sciences","Life Sciences","Arts and Humanities","Data Science"
"result.102","Social Sciences","Life Sciences","Arts and Humanities","Social Sciences"
"result.103","Social Sciences","Life Sciences","Arts and Humanities","Business"
"result.104","Social Sciences","Life Sciences","Arts and Humanities","Data Science"
"result.105","Social Sciences","Life Sciences","Arts and Humanities","Business"
"result.106","Social Sciences","Life Sciences","Arts and Humanities","Math and Logic"
"result.107","Social Sciences","Life Sciences","Arts and Humanities","Physical Science and Engineering"
"result.108","Social Sciences","Life Sciences","Arts and Humanities","Computer Science"
"result.109","Social Sciences","Life Sciences","Data Science","Social Sciences"
"result.110","Social Sciences","Life Sciences","Data Science","Business"
"result.111","Social Sciences","Life Sciences","Data Science","Data Science"
"result.112","Social Sciences","Life Sciences","Data Science","Business"
"result.113","Social Sciences","Life Sciences","Data Science","Math and Logic"
"result.114","Social Sciences","Life Sciences","Data Science","Physical Science and Engineering"
"result.115","Social Sciences","Life Sciences","Data Science","Computer Science"
"result.116","Social Sciences","Life Sciences","Social Sciences","Business"
"result.117","Social Sciences","Life Sciences","Social Sciences","Data Science"
"result.118","Social Sciences","Life Sciences","Social Sciences","Business"
"result.119","Social Sciences","Life Sciences","Social Sciences","Math and Logic"
"result.120","Social Sciences","Life Sciences","Social Sciences","Physical Science and Engineering"
"result.121","Social Sciences","Life Sciences","Social Sciences","Computer Science"
"result.122","Social Sciences","Life Sciences","Business","Data Science"
"result.123","Social Sciences","Life Sciences","Business","Business"
"result.124","Social Sciences","Life Sciences","Business","Math and Logic"
"result.125","Social Sciences","Life Sciences","Business","Physical Science and Engineering"
"result.126","Social Sciences","Life Sciences","Business","Computer Science"
"result.127","Social Sciences","Life Sciences","Data Science","Business"
"result.128","Social Sciences","Life Sciences","Data Science","Math and Logic"
"result.129","Social Sciences","Life Sciences","Data Science","Physical Science and Engineering"
"result.130","Social Sciences","Life Sciences","Data Science","Computer Science"
"result.131","Social Sciences","Life Sciences","Business","Math and Logic"
"result.132","Social Sciences","Life Sciences","Business","Physical Science and Engineering"
"result.133","Social Sciences","Life Sciences","Business","Computer Science"
"result.134","Social Sciences","Life Sciences","Math and Logic","Physical Science and Engineering"
"result.135","Social Sciences","Life Sciences","Math and Logic","Computer Science"
"result.136","Social Sciences","Life Sciences","Physical Science and Engineering","Computer Science"
"result.137","Social Sciences","Arts and Humanities","Data Science","Social Sciences"
"result.138","Social Sciences","Arts and Humanities","Data Science","Business"
"result.139","Social Sciences","Arts and Humanities","Data Science","Data Science"
"result.140","Social Sciences","Arts and Humanities","Data Science","Business"
"result.141","Social Sciences","Arts and Humanities","Data Science","Math and Logic"
"result.142","Social Sciences","Arts and Humanities","Data Science","Physical Science and Engineering"
"result.143","Social Sciences","Arts and Humanities","Data Science","Computer Science"
"result.144","Social Sciences","Arts and Humanities","Social Sciences","Business"
"result.145","Social Sciences","Arts and Humanities","Social Sciences","Data Science"
"result.146","Social Sciences","Arts and Humanities","Social Sciences","Business"
"result.147","Social Sciences","Arts and Humanities","Social Sciences","Math and Logic"
"result.148","Social Sciences","Arts and Humanities","Social Sciences","Physical Science and Engineering"
"result.149","Social Sciences","Arts and Humanities","Social Sciences","Computer Science"
"result.150","Social Sciences","Arts and Humanities","Business","Data Science"
"result.151","Social Sciences","Arts and Humanities","Business","Business"
"result.152","Social Sciences","Arts and Humanities","Business","Math and Logic"
"result.153","Social Sciences","Arts and Humanities","Business","Physical Science and Engineering"
"result.154","Social Sciences","Arts and Humanities","Business","Computer Science"
"result.155","Social Sciences","Arts and Humanities","Data Science","Business"
"result.156","Social Sciences","Arts and Humanities","Data Science","Math and Logic"
"result.157","Social Sciences","Arts and Humanities","Data Science","Physical Science and Engineering"
"result.158","Social Sciences","Arts and Humanities","Data Science","Computer Science"
"result.159","Social Sciences","Arts and Humanities","Business","Math and Logic"
"result.160","Social Sciences","Arts and Humanities","Business","Physical Science and Engineering"
"result.161","Social Sciences","Arts and Humanities","Business","Computer Science"
"result.162","Social Sciences","Arts and Humanities","Math and Logic","Physical Science and Engineering"
"result.163","Social Sciences","Arts and Humanities","Math and Logic","Computer Science"
"result.164","Social Sciences","Arts and Humanities","Physical Science and Engineering","Computer Science"
"result.165","Social Sciences","Data Science","Social Sciences","Business"
"result.166","Social Sciences","Data Science","Social Sciences","Data Science"
"result.167","Social Sciences","Data Science","Social Sciences","Business"
"result.168","Social Sciences","Data Science","Social Sciences","Math and Logic"
"result.169","Social Sciences","Data Science","Social Sciences","Physical Science and Engineering"
"result.170","Social Sciences","Data Science","Social Sciences","Computer Science"
"result.171","Social Sciences","Data Science","Business","Data Science"
"result.172","Social Sciences","Data Science","Business","Business"
"result.173","Social Sciences","Data Science","Business","Math and Logic"
"result.174","Social Sciences","Data Science","Business","Physical Science and Engineering"
"result.175","Social Sciences","Data Science","Business","Computer Science"
"result.176","Social Sciences","Data Science","Data Science","Business"
"result.177","Social Sciences","Data Science","Data Science","Math and Logic"
"result.178","Social Sciences","Data Science","Data Science","Physical Science and Engineering"
"result.179","Social Sciences","Data Science","Data Science","Computer Science"
"result.180","Social Sciences","Data Science","Business","Math and Logic"
"result.181","Social Sciences","Data Science","Business","Physical Science and Engineering"
"result.182","Social Sciences","Data Science","Business","Computer Science"
"result.183","Social Sciences","Data Science","Math and Logic","Physical Science and Engineering"
"result.184","Social Sciences","Data Science","Math and Logic","Computer Science"
"result.185","Social Sciences","Data Science","Physical Science and Engineering","Computer Science"
"result.186","Social Sciences","Social Sciences","Business","Data Science"
"result.187","Social Sciences","Social Sciences","Business","Business"
"result.188","Social Sciences","Social Sciences","Business","Math and Logic"
"result.189","Social Sciences","Social Sciences","Business","Physical Science and Engineering"
"result.190","Social Sciences","Social Sciences","Business","Computer Science"
"result.191","Social Sciences","Social Sciences","Data Science","Business"
"result.192","Social Sciences","Social Sciences","Data Science","Math and Logic"
"result.193","Social Sciences","Social Sciences","Data Science","Physical Science and Engineering"
"result.194","Social Sciences","Social Sciences","Data Science","Computer Science"
"result.195","Social Sciences","Social Sciences","Business","Math and Logic"
"result.196","Social Sciences","Social Sciences","Business","Physical Science and Engineering"
"result.197","Social Sciences","Social Sciences","Business","Computer Science"
"result.198","Social Sciences","Social Sciences","Math and Logic","Physical Science and Engineering"
"result.199","Social Sciences","Social Sciences","Math and Logic","Computer Science"
"result.200","Social Sciences","Social Sciences","Physical Science and Engineering","Computer Science"
"result.201","Social Sciences","Business","Data Science","Business"
"result.202","Social Sciences","Business","Data Science","Math and Logic"
"result.203","Social Sciences","Business","Data Science","Physical Science and Engineering"
"result.204","Social Sciences","Business","Data Science","Computer Science"
"result.205","Social Sciences","Business","Business","Math and Logic"
"result.206","Social Sciences","Business","Business","Physical Science and Engineering"
"result.207","Social Sciences","Business","Business","Computer Science"
"result.208","Social Sciences","Business","Math and Logic","Physical Science and Engineering"
"result.209","Social Sciences","Business","Math and Logic","Computer Science"
"result.210","Social Sciences","Business","Physical Science and Engineering","Computer Science"
"result.211","Social Sciences","Data Science","Business","Math and Logic"
"result.212","Social Sciences","Data Science","Business","Physical Science and Engineering"
"result.213","Social Sciences","Data Science","Business","Computer Science"
"result.214","Social Sciences","Data Science","Math and Logic","Physical Science and Engineering"
"result.215","Social Sciences","Data Science","Math and Logic","Computer Science"
"result.216","Social Sciences","Data Science","Physical Science and Engineering","Computer Science"
"result.217","Social Sciences","Business","Math and Logic","Physical Science and Engineering"
"result.218","Social Sciences","Business","Math and Logic","Computer Science"
"result.219","Social Sciences","Business","Physical Science and Engineering","Computer Science"
"result.220","Social Sciences","Math and Logic","Physical Science and Engineering","Computer Science"
"result.221","Physical Science and Engineering","Math and Logic","Computer Science","Business"
"result.222","Physical Science and Engineering","Math and Logic","Computer Science","Math and Logic"
"result.223","Physical Science and Engineering","Math and Logic","Computer Science","Data Science"
"result.224","Physical Science and Engineering","Math and Logic","Computer Science","Life Sciences"
"result.225","Physical Science and Engineering","Math and Logic","Computer Science","Social Sciences"
"result.226","Physical Science and Engineering","Math and Logic","Computer Science","Life Sciences"
"result.227","Physical Science and Engineering","Math and Logic","Computer Science","Data Science"
"result.228","Physical Science and Engineering","Math and Logic","Computer Science","Data Science"
"result.229","Physical Science and Engineering","Math and Logic","Computer Science","Computer Science"
"result.230","Physical Science and Engineering","Math and Logic","Computer Science","Business"
"result.231","Physical Science and Engineering","Math and Logic","Computer Science","Computer Science"
"result.232","Physical Science and Engineering","Math and Logic","Computer Science","Data Science"
"result.233","Physical Science and Engineering","Math and Logic","Computer Science","Social Sciences"
"result.234","Physical Science and Engineering","Math and Logic","Computer Science","Business"
"result.235","Physical Science and Engineering","Math and Logic","Computer Science",NA
"result.236","Physical Science and Engineering","Math and Logic","Computer Science","Business"
"result.237","Physical Science and Engineering","Math and Logic","Computer Science","Computer Science"
"result.238","Physical Science and Engineering","Math and Logic","Computer Science","Life Sciences"
"result.239","Physical Science and Engineering","Math and Logic","Computer Science","Business"
"result.240","Physical Science and Engineering","Math and Logic","Computer Science","Data Science"
"result.241","Physical Science and Engineering","Math and Logic","Computer Science","Life Sciences"
"result.242","Physical Science and Engineering","Math and Logic","Computer Science","Business"
"result.243","Physical Science and Engineering","Math and Logic","Computer Science","Language Learning"
"result.244","Physical Science and Engineering","Math and Logic","Computer Science","Arts and Humanities"
"result.245","Physical Science and Engineering","Math and Logic","Computer Science","Business"
"result.246","Physical Science and Engineering","Math and Logic","Computer Science","Data Science"
"result.247","Physical Science and Engineering","Math and Logic","Computer Science","Physical Science and Engineering"
"result.248","Physical Science and Engineering","Math and Logic","Computer Science","Computer Science"
"result.249","Physical Science and Engineering","Math and Logic","Computer Science","Social Sciences"
"result.250","Physical Science and Engineering","Math and Logic","Business","Math and Logic"
"result.251","Physical Science and Engineering","Math and Logic","Business","Data Science"
"result.252","Physical Science and Engineering","Math and Logic","Business","Life Sciences"
"result.253","Physical Science and Engineering","Math and Logic","Business","Social Sciences"
"result.254","Physical Science and Engineering","Math and Logic","Business","Life Sciences"
"result.255","Physical Science and Engineering","Math and Logic","Business","Data Science"
"result.256","Physical Science and Engineering","Math and Logic","Business","Data Science"
"result.257","Physical Science and Engineering","Math and Logic","Business","Computer Science"
"result.258","Physical Science and Engineering","Math and Logic","Business","Business"
"result.259","Physical Science and Engineering","Math and Logic","Business","Computer Science"
"result.260","Physical Science and Engineering","Math and Logic","Business","Data Science"
"result.261","Physical Science and Engineering","Math and Logic","Business","Social Sciences"
"result.262","Physical Science and Engineering","Math and Logic","Business","Business"
"result.263","Physical Science and Engineering","Math and Logic","Business",NA
"result.264","Physical Science and Engineering","Math and Logic","Business","Business"
"result.265","Physical Science and Engineering","Math and Logic","Business","Computer Science"
"result.266","Physical Science and Engineering","Math and Logic","Business","Life Sciences"
"result.267","Physical Science and Engineering","Math and Logic","Business","Business"
"result.268","Physical Science and Engineering","Math and Logic","Business","Data Science"
"result.269","Physical Science and Engineering","Math and Logic","Business","Life Sciences"
"result.270","Physical Science and Engineering","Math and Logic","Business","Business"
"result.271","Physical Science and Engineering","Math and Logic","Business","Language Learning"
"result.272","Physical Science and Engineering","Math and Logic","Business","Arts and Humanities"
"result.273","Physical Science and Engineering","Math and Logic","Business","Business"
"result.274","Physical Science and Engineering","Math and Logic","Business","Data Science"
"result.275","Physical Science and Engineering","Math and Logic","Business","Physical Science and Engineering"
"result.276","Physical Science and Engineering","Math and Logic","Business","Computer Science"
"result.277","Physical Science and Engineering","Math and Logic","Business","Social Sciences"
"result.278","Physical Science and Engineering","Math and Logic","Math and Logic","Data Science"
"result.279","Physical Science and Engineering","Math and Logic","Math and Logic","Life Sciences"
"result.280","Physical Science and Engineering","Math and Logic","Math and Logic","Social Sciences"
"result.281","Physical Science and Engineering","Math and Logic","Math and Logic","Life Sciences"
"result.282","Physical Science and Engineering","Math and Logic","Math and Logic","Data Science"
"result.283","Physical Science and Engineering","Math and Logic","Math and Logic","Data Science"
"result.284","Physical Science and Engineering","Math and Logic","Math and Logic","Computer Science"
"result.285","Physical Science and Engineering","Math and Logic","Math and Logic","Business"
"result.286","Physical Science and Engineering","Math and Logic","Math and Logic","Computer Science"
"result.287","Physical Science and Engineering","Math and Logic","Math and Logic","Data Science"
"result.288","Physical Science and Engineering","Math and Logic","Math and Logic","Social Sciences"
"result.289","Physical Science and Engineering","Math and Logic","Math and Logic","Business"
"result.290","Physical Science and Engineering","Math and Logic","Math and Logic",NA
"result.291","Physical Science and Engineering","Math and Logic","Math and Logic","Business"
"result.292","Physical Science and Engineering","Math and Logic","Math and Logic","Computer Science"
"result.293","Physical Science and Engineering","Math and Logic","Math and Logic","Life Sciences"
"result.294","Physical Science and Engineering","Math and Logic","Math and Logic","Business"
"result.295","Physical Science and Engineering","Math and Logic","Math and Logic","Data Science"
"result.296","Physical Science and Engineering","Math and Logic","Math and Logic","Life Sciences"
"result.297","Physical Science and Engineering","Math and Logic","Math and Logic","Business"
"result.298","Physical Science and Engineering","Math and Logic","Math and Logic","Language Learning"
"result.299","Physical Science and Engineering","Math and Logic","Math and Logic","Arts and Humanities"
"result.300","Physical Science and Engineering","Math and Logic","Math and Logic","Business"
"result.301","Physical Science and Engineering","Math and Logic","Math and Logic","Data Science"
"result.302","Physical Science and Engineering","Math and Logic","Math and Logic","Physical Science and Engineering"
"result.303","Physical Science and Engineering","Math and Logic","Math and Logic","Computer Science"
"result.304","Physical Science and Engineering","Math and Logic","Math and Logic","Social Sciences"
"result.305","Physical Science and Engineering","Math and Logic","Data Science","Life Sciences"
"result.306","Physical Science and Engineering","Math and Logic","Data Science","Social Sciences"
"result.307","Physical Science and Engineering","Math and Logic","Data Science","Life Sciences"
"result.308","Physical Science and Engineering","Math and Logic","Data Science","Data Science"
"result.309","Physical Science and Engineering","Math and Logic","Data Science","Data Science"
"result.310","Physical Science and Engineering","Math and Logic","Data Science","Computer Science"
"result.311","Physical Science and Engineering","Math and Logic","Data Science","Business"
"result.312","Physical Science and Engineering","Math and Logic","Data Science","Computer Science"
"result.313","Physical Science and Engineering","Math and Logic","Data Science","Data Science"
"result.314","Physical Science and Engineering","Math and Logic","Data Science","Social Sciences"
"result.315","Physical Science and Engineering","Math and Logic","Data Science","Business"
"result.316","Physical Science and Engineering","Math and Logic","Data Science",NA
"result.317","Physical Science and Engineering","Math and Logic","Data Science","Business"
"result.318","Physical Science and Engineering","Math and Logic","Data Science","Computer Science"
"result.319","Physical Science and Engineering","Math and Logic","Data Science","Life Sciences"
"result.320","Physical Science and Engineering","Math and Logic","Data Science","Business"
"result.321","Physical Science and Engineering","Math and Logic","Data Science","Data Science"
"result.322","Physical Science and Engineering","Math and Logic","Data Science","Life Sciences"
"result.323","Physical Science and Engineering","Math and Logic","Data Science","Business"
"result.324","Physical Science and Engineering","Math and Logic","Data Science","Language Learning"
"result.325","Physical Science and Engineering","Math and Logic","Data Science","Arts and Humanities"
"result.326","Physical Science and Engineering","Math and Logic","Data Science","Business"
"result.327","Physical Science and Engineering","Math and Logic","Data Science","Data Science"
"result.328","Physical Science and Engineering","Math and Logic","Data Science","Physical Science and Engineering"
"result.329","Physical Science and Engineering","Math and Logic","Data Science","Computer Science"
"result.330","Physical Science and Engineering","Math and Logic","Data Science","Social Sciences"
"result.331","Physical Science and Engineering","Math and Logic","Life Sciences","Social Sciences"
"result.332","Physical Science and Engineering","Math and Logic","Life Sciences","Life Sciences"
"result.333","Physical Science and Engineering","Math and Logic","Life Sciences","Data Science"
"result.334","Physical Science and Engineering","Math and Logic","Life Sciences","Data Science"
"result.335","Physical Science and Engineering","Math and Logic","Life Sciences","Computer Science"
"result.336","Physical Science and Engineering","Math and Logic","Life Sciences","Business"
"result.337","Physical Science and Engineering","Math and Logic","Life Sciences","Computer Science"
"result.338","Physical Science and Engineering","Math and Logic","Life Sciences","Data Science"
"result.339","Physical Science and Engineering","Math and Logic","Life Sciences","Social Sciences"
"result.340","Physical Science and Engineering","Math and Logic","Life Sciences","Business"
"result.341","Physical Science and Engineering","Math and Logic","Life Sciences",NA
"result.342","Physical Science and Engineering","Math and Logic","Life Sciences","Business"
"result.343","Physical Science and Engineering","Math and Logic","Life Sciences","Computer Science"
"result.344","Physical Science and Engineering","Math and Logic","Life Sciences","Life Sciences"
"result.345","Physical Science and Engineering","Math and Logic","Life Sciences","Business"
"result.346","Physical Science and Engineering","Math and Logic","Life Sciences","Data Science"
"result.347","Physical Science and Engineering","Math and Logic","Life Sciences","Life Sciences"
"result.348","Physical Science and Engineering","Math and Logic","Life Sciences","Business"
"result.349","Physical Science and Engineering","Math and Logic","Life Sciences","Language Learning"
"result.350","Physical Science and Engineering","Math and Logic","Life Sciences","Arts and Humanities"
"result.351","Physical Science and Engineering","Math and Logic","Life Sciences","Business"
"result.352","Physical Science and Engineering","Math and Logic","Life Sciences","Data Science"
"result.353","Physical Science and Engineering","Math and Logic","Life Sciences","Physical Science and Engineering"
"result.354","Physical Science and Engineering","Math and Logic","Life Sciences","Computer Science"
"result.355","Physical Science and Engineering","Math and Logic","Life Sciences","Social Sciences"
"result.356","Physical Science and Engineering","Math and Logic","Social Sciences","Life Sciences"
"result.357","Physical Science and Engineering","Math and Logic","Social Sciences","Data Science"
"result.358","Physical Science and Engineering","Math and Logic","Social Sciences","Data Science"
"result.359","Physical Science and Engineering","Math and Logic","Social Sciences","Computer Science"
"result.360","Physical Science and Engineering","Math and Logic","Social Sciences","Business"
"result.361","Physical Science and Engineering","Math and Logic","Social Sciences","Computer Science"
"result.362","Physical Science and Engineering","Math and Logic","Social Sciences","Data Science"
"result.363","Physical Science and Engineering","Math and Logic","Social Sciences","Social Sciences"
"result.364","Physical Science and Engineering","Math and Logic","Social Sciences","Business"
"result.365","Physical Science and Engineering","Math and Logic","Social Sciences",NA
"result.366","Physical Science and Engineering","Math and Logic","Social Sciences","Business"
"result.367","Physical Science and Engineering","Math and Logic","Social Sciences","Computer Science"
"result.368","Physical Science and Engineering","Math and Logic","Social Sciences","Life Sciences"
"result.369","Physical Science and Engineering","Math and Logic","Social Sciences","Business"
"result.370","Physical Science and Engineering","Math and Logic","Social Sciences","Data Science"
"result.371","Physical Science and Engineering","Math and Logic","Social Sciences","Life Sciences"
"result.372","Physical Science and Engineering","Math and Logic","Social Sciences","Business"
"result.373","Physical Science and Engineering","Math and Logic","Social Sciences","Language Learning"
"result.374","Physical Science and Engineering","Math and Logic","Social Sciences","Arts and Humanities"
"result.375","Physical Science and Engineering","Math and Logic","Social Sciences","Business"
"result.376","Physical Science and Engineering","Math and Logic","Social Sciences","Data Science"
"result.377","Physical Science and Engineering","Math and Logic","Social Sciences","Physical Science and Engineering"
"result.378","Physical Science and Engineering","Math and Logic","Social Sciences","Computer Science"
"result.379","Physical Science and Engineering","Math and Logic","Social Sciences","Social Sciences"
"result.380","Physical Science and Engineering","Math and Logic","Life Sciences","Data Science"
"result.381","Physical Science and Engineering","Math and Logic","Life Sciences","Data Science"
"result.382","Physical Science and Engineering","Math and Logic","Life Sciences","Computer Science"
"result.383","Physical Science and Engineering","Math and Logic","Life Sciences","Business"
"result.384","Physical Science and Engineering","Math and Logic","Life Sciences","Computer Science"
"result.385","Physical Science and Engineering","Math and Logic","Life Sciences","Data Science"
"result.386","Physical Science and Engineering","Math and Logic","Life Sciences","Social Sciences"
"result.387","Physical Science and Engineering","Math and Logic","Life Sciences","Business"
"result.388","Physical Science and Engineering","Math and Logic","Life Sciences",NA
"result.389","Physical Science and Engineering","Math and Logic","Life Sciences","Business"
"result.390","Physical Science and Engineering","Math and Logic","Life Sciences","Computer Science"
"result.391","Physical Science and Engineering","Math and Logic","Life Sciences","Life Sciences"
"result.392","Physical Science and Engineering","Math and Logic","Life Sciences","Business"
"result.393","Physical Science and Engineering","Math and Logic","Life Sciences","Data Science"
"result.394","Physical Science and Engineering","Math and Logic","Life Sciences","Life Sciences"
"result.395","Physical Science and Engineering","Math and Logic","Life Sciences","Business"
"result.396","Physical Science and Engineering","Math and Logic","Life Sciences","Language Learning"
"result.397","Physical Science and Engineering","Math and Logic","Life Sciences","Arts and Humanities"
"result.398","Physical Science and Engineering","Math and Logic","Life Sciences","Business"
"result.399","Physical Science and Engineering","Math and Logic","Life Sciences","Data Science"
"result.400","Physical Science and Engineering","Math and Logic","Life Sciences","Physical Science and Engineering"
"result.401","Physical Science and Engineering","Math and Logic","Life Sciences","Computer Science"
"result.402","Physical Science and Engineering","Math and Logic","Life Sciences","Social Sciences"
"result.403","Physical Science and Engineering","Math and Logic","Data Science","Data Science"
"result.404","Physical Science and Engineering","Math and Logic","Data Science","Computer Science"
"result.405","Physical Science and Engineering","Math and Logic","Data Science","Business"
"result.406","Physical Science and Engineering","Math and Logic","Data Science","Computer Science"
"result.407","Physical Science and Engineering","Math and Logic","Data Science","Data Science"
"result.408","Physical Science and Engineering","Math and Logic","Data Science","Social Sciences"
"result.409","Physical Science and Engineering","Math and Logic","Data Science","Business"
"result.410","Physical Science and Engineering","Math and Logic","Data Science",NA
"result.411","Physical Science and Engineering","Math and Logic","Data Science","Business"
"result.412","Physical Science and Engineering","Math and Logic","Data Science","Computer Science"
"result.413","Physical Science and Engineering","Math and Logic","Data Science","Life Sciences"
"result.414","Physical Science and Engineering","Math and Logic","Data Science","Business"
